@relation spk2m

@attribute IdW numeric
@attribute TotLines numeric
@attribute PoS {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute DepId numeric
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,NAME,POSTHON,NMOD,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,LGS,SUB,LOCbPRD}
@attribute Prop {P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {T1,R1,SP1}
@attribute TH3 {T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute IntRange numeric
@attribute 'min [dB]' numeric
@attribute 'RMS [dB]' numeric
@attribute 'max [dB]' numeric
@attribute 'MinPitch (Hz)' numeric
@attribute 'MaxPitch (Hz)' numeric
@attribute PitchRange numeric
@attribute 'Speech ratio' numeric
@attribute Duration[ms] numeric
@attribute ToBI {S,L*+H,HL-,LH-,U,H*,LL-,L*,HH-}

@data
19,21,NNS,18,OBJ,P2,yes,R1,?,?,4,Z,34,42,62,76,88,96,9,0.264,0.529,S
20,21,IN,18,TMP,P2,yes,R1,?,?,4,Z,17,57,69,74,83,95,13,0.195,0.195,S
21,21,NN,20,PMOD,P2,yes,R1,?,?,4,Z,28,44,63,72,74,97,22,0.445,0.445,LL-
1,20,DT,2,NMOD,?,?,T1,?,?,2,A,35,44,72,79,126,158,32,0.145,0.291,L*+H
2,20,NNS,3,SBJ,?,?,T1,?,?,2,A,23,61,74,84,97,145,47,0.249,0.747,S
3,20,VBD,0,ROOT,?,?,T1,?,?,2,A,44,38,61,82,110,161,50,0.496,0.496,LH-
4,20,VBG,3,OPRD,?,?,R1,T1,?,2,B,28,52,71,80,110,125,15,0.189,0.378,L*
5,20,DT,6,NMOD,?,?,R1,T1,?,2,B,12,64,73,77,102,110,8,0.13,0.13,U
6,20,NNP,4,OBJ,?,?,R1,T1,?,2,B,38,42,68,79,115,141,26,0.237,0.711,LH-
7,20,TO,4,OPRD,?,?,R1,T1,?,2,B,15,58,63,73,107,112,5,0.078,0.078,U
8,20,VB,7,IM,?,?,R1,T1,?,2,B,30,52,73,82,98,127,28,0.219,0.437,L*
9,20,NNS,8,OBJ,?,?,R1,T1,?,2,B,23,56,73,80,118,137,19,0.161,0.483,H*
10,20,TO,8,OPRD,?,?,R1,R1,?,2,B,26,50,63,75,105,114,10,0.117,0.117,U
11,20,VB,10,IM,?,?,R1,R1,?,2,B,30,49,68,79,93,127,35,0.183,0.365,H*
12,20,PRP$,13,NMOD,?,?,R1,R1,?,2,B,15,63,72,78,96,102,6,0.124,0.124,U
13,20,NNS,11,OBJ,?,?,R1,R1,?,2,B,23,54,66,77,105,125,20,0.213,0.639,L*
14,20,CC,13,COORD,?,?,R1,R1,?,2,B,19,52,64,71,87,95,8,0.183,0.183,U
15,20,NNS,14,CONJ,?,?,R1,R1,?,2,B,18,60,70,78,103,108,5,0.377,0.377,S
16,20,RB,11,TMP,?,?,R1,R1,?,2,B,38,37,59,75,31,100,69,0.216,0.862,LL-
17,20,RB,11,ADV,?,?,R1,R1,?,2,B,30,51,71,81,110,117,7,0.235,0.235,H*
18,20,DT,20,NMOD,?,?,R1,R1,?,2,B,5,47,51,52,0,0,0,0.059,0.059,U
19,20,NN,4,TMP,?,?,R1,R1,?,2,B,14,59,68,73,83,100,17,0.274,0.274,S
20,20,RB,20,NMOD,?,?,R1,R1,?,2,B,26,47,64,74,80,91,11,0.215,0.431,LL-
1,16,NNS,9,SBJ,?,?,T1,?,?,3,A,33,51,72,84,106,172,66,0.214,0.641,L*+H
2,16,WP,3,SBJ,?,?,T1,?,?,3,A,1,70,71,71,117,128,12,0.041,0.041,U
3,16,VBP,1,NMOD,?,?,T1,?,?,3,A,20,61,73,81,110,133,23,0.233,0.233,S
4,16,TO,3,OPRD,?,?,T1,?,?,3,A,10,62,69,72,128,140,12,0.073,0.073,U
5,16,VB,4,IM,?,?,T1,?,?,3,A,24,54,71,79,112,128,16,0.503,0.503,L*+H
6,16,DT,8,NMOD,?,?,T1,?,?,3,A,30,48,67,78,104,111,7,0.092,0.092,U
7,16,VBN,8,NMOD,?,?,T1,?,?,3,A,28,55,73,83,98,125,27,0.22,0.439,S
8,16,NN,5,OBJ,?,?,T1,?,?,3,A,44,36,64,79,113,134,21,0.316,0.631,LH-
9,16,MD,17,OBJ,?,?,R1,?,?,3,B,28,47,64,75,100,114,15,0.194,0.194,U
10,16,VB,9,VC,?,?,R1,?,?,3,B,19,64,73,83,89,118,29,0.264,0.264,H*
11,16,PRP$,12,NMOD,?,?,R1,?,?,3,B,6,72,74,78,96,110,14,0.092,0.092,U
12,16,NNS,10,OBJ,?,?,R1,?,?,3,B,27,54,71,82,91,125,34,0.145,0.727,S
13,16,IN,12,LOC,?,?,R1,?,?,3,B,14,58,67,72,85,98,14,0.105,0.105,U
14,16,NNP,13,PMOD,?,?,R1,?,?,3,B,33,43,63,76,70,105,35,0.261,0.522,HL-
15,16,PRP,17,SBJ,?,?,SP1,?,?,3,Z,29,45,65,75,89,103,14,0.133,0.133,U
16,16,VBD,0,ROOT,?,?,SP1,?,?,3,Z,29,47,65,76,74,103,29,0.219,0.438,LL-
1,17,DT,2,NMOD,?,?,T1,?,?,2,A,39,43,66,83,128,155,27,0.387,0.387,U
2,17,NNS,3,SBJ,?,?,T1,?,?,2,A,27,54,71,81,130,143,13,0.47,0.47,L*+H
3,17,VBP,0,ROOT,?,?,R1,?,?,2,Z,37,42,63,79,105,107,1,0.108,0.108,U
4,17,VBN,3,VC,?,?,R1,?,?,2,Z,25,54,70,79,89,130,41,0.18,0.54,H*
5,17,TO,4,OPRD,?,?,R1,?,?,2,Z,13,57,64,71,104,119,14,0.09,0.09,U
6,17,VB,5,IM,?,?,R1,?,?,2,Z,11,67,73,78,93,105,12,0.156,0.312,S
7,17,NN,6,OBJ,?,?,R1,?,?,2,Z,25,54,70,79,100,118,19,0.148,0.594,L*+H
8,17,IN,6,TMP,?,?,R1,?,?,2,Z,15,62,73,77,81,100,18,0.153,0.306,S
9,17,NNP,10,NMOD,?,?,R1,?,?,2,Z,19,59,71,78,81,107,26,0.318,0.318,S
10,17,CD,8,PMOD,?,?,R1,?,?,2,Z,41,35,49,75,34,34,0,0.925,0.925,LH-
11,17,JJ,6,ADV,?,?,R1,?,?,2,Z,44,38,65,82,120,138,19,0.269,0.538,H*
12,17,TO,12,AMOD,?,?,R1,?,?,2,Z,6,60,64,66,0,0,0,0.096,0.096,U
13,17,NNS,13,PMOD,?,?,R1,?,?,2,Z,32,45,67,77,96,129,33,0.171,0.684,L*+H
14,17,CC,3,COORD,?,?,R1,?,?,2,Z,5,68,72,73,91,102,11,0.12,0.12,U
15,17,NNP,17,NAME,?,?,R1,?,?,2,Z,27,50,67,77,105,111,6,0.213,0.426,S
16,17,NNP,18,NMOD,?,?,R1,?,?,2,Z,21,53,68,74,92,108,16,0.128,0.384,S
17,17,NN,15,CONJ,?,?,R1,?,?,2,Z,20,52,63,72,75,92,16,0.194,0.581,LL-
1,16,IN,4,DEP,?,?,T1,T1,?,2,A,31,47,69,79,106,112,6,0.171,0.171,U
2,16,PRP$,3,NMOD,?,?,T1,T1,?,2,A,15,60,66,75,102,106,4,0.078,0.078,U
3,16,NNS,1,PMOD,?,?,T1,T1,?,2,A,31,52,72,83,105,143,39,0.172,0.517,H*
4,16,TO,14,PRP,?,?,T1,R1,?,2,A,4,64,66,68,112,115,3,0.061,0.061,U
5,16,VB,4,IM,?,?,T1,R1,?,2,A,13,66,75,79,121,125,4,0.248,0.248,L*
6,16,RP,5,PRT,?,?,T1,R1,?,2,A,27,52,72,79,120,122,2,0.159,0.159,S
7,16,IN,5,ADV,?,?,T1,R1,?,2,A,30,45,58,75,112,120,8,0.128,0.128,U
8,16,DT,9,NMOD,?,?,T1,R1,?,2,A,3,75,76,78,102,112,10,0.105,0.105,U
9,16,NNS,7,PMOD,?,?,T1,R1,?,2,A,43,37,61,80,122,148,27,0.413,0.826,LH-
10,16,DT,12,NMOD,?,?,R1,T1,?,2,Z,30,43,63,73,0,0,0,0.109,0.109,U
11,16,NN,14,SBJ,?,?,R1,T1,?,2,Z,44,38,68,82,122,130,8,0.297,0.593,H*
12,16,RB,14,ADV,?,?,R1,R1,?,2,Z,14,66,74,80,119,139,20,0.279,0.279,L*+H
13,16,MD,0,ROOT,?,?,R1,R1,?,2,Z,19,60,72,79,112,123,11,0.113,0.226,U
14,16,VB,14,VC,?,?,R1,R1,?,2,Z,27,49,67,77,97,117,20,0.144,0.287,S
15,16,DT,17,NMOD,?,?,R1,R1,?,2,Z,21,52,66,73,98,100,2,0.105,0.105,U
16,16,NN,15,OBJ,?,?,R1,R1,?,2,Z,27,45,62,72,33,91,58,0.477,0.477,LL-
1,9,CD,3,NMOD,?,?,R1,?,?,2,A,35,43,67,78,105,128,23,0.402,0.402,S
2,9,NN,3,NMOD,?,?,R1,?,?,2,A,28,54,72,82,96,148,52,0.18,1.082,H*
3,9,NNS,4,SBJ,?,?,R1,?,?,2,A,38,37,60,75,90,121,31,0.255,1.019,HL-
4,9,VBP,0,ROOT,?,?,T1,?,?,2,Z,27,48,64,75,99,102,3,0.192,0.192,U
5,9,NN,4,PRD,?,?,T1,?,?,2,Z,26,54,72,80,119,123,5,0.241,0.241,H*
6,9,IN,5,NMOD,?,?,T1,?,?,2,Z,8,63,67,71,83,93,10,0.101,0.101,U
7,9,DT,9,NMOD,?,?,T1,?,?,2,Z,15,57,67,72,92,93,1,0.08,0.08,U
8,9,NN,9,NMOD,?,?,T1,?,?,2,Z,18,56,68,74,76,107,32,0.192,0.384,S
9,9,NN,6,PMOD,?,?,T1,?,?,2,Z,21,46,59,67,37,38,1,0.427,0.427,LL-
1,22,DT,7,NMOD,?,?,T1,?,?,2,A,24,53,68,77,104,111,7,0.159,0.159,U
2,22,JJ,7,NMOD,?,?,T1,?,?,2,A,44,35,62,79,111,145,34,0.495,0.495,L*+H
3,22,JJ,5,NMOD,?,?,T1,?,?,2,A,28,52,70,80,120,140,20,0.189,0.378,L*+H
4,22,NN,7,NMOD,?,?,T1,?,?,2,A,26,55,69,81,111,138,27,0.378,0.378,S
5,22,NN,8,SBJ,?,?,T1,?,?,2,A,40,38,60,77,84,89,5,0.58,0.58,LH-
6,22,MD,0,ROOT,?,?,R1,?,?,2,Z,27,44,63,70,92,96,4,0.176,0.176,U
7,22,VBP,8,VC,?,?,R1,?,?,2,Z,13,66,72,79,89,132,43,0.309,0.309,H*
8,22,NNS,9,OBJ,?,?,R1,?,?,2,Z,24,54,70,79,93,128,36,0.13,0.521,S
9,22,IN,10,NMOD,?,?,R1,?,?,2,Z,21,53,64,74,90,115,25,0.123,0.123,U
10,22,NNS,11,PMOD,?,?,R1,?,?,2,Z,42,34,60,76,107,121,14,0.244,0.731,L*+H
11,22,VBN,12,APPO,?,?,R1,?,?,2,Z,36,42,70,78,107,243,136,0.26,0.26,S
12,22,TO,13,ADV,?,?,R1,?,?,2,Z,15,55,61,70,105,226,121,0.087,0.087,U
13,22,NNP,16,NAME,?,?,R1,?,?,2,Z,23,57,71,80,97,105,7,0.304,0.304,S
14,22,NNP,14,PMOD,?,?,R1,?,?,2,Z,43,37,56,80,80,120,40,0.292,0.875,LH-
15,22,JJ,19,NMOD,?,?,R1,?,?,2,Z,24,54,69,78,110,120,10,0.177,0.355,L*
16,22,NN,16,APPO,?,?,R1,?,?,2,Z,40,40,64,80,115,238,123,0.6,0.6,LH-
17,22,CC,8,COORD,?,?,R1,?,?,2,Z,9,65,71,74,95,101,6,0.109,0.109,U
18,22,IN,26,NMOD,?,?,R1,?,?,2,Z,5,67,69,72,91,95,4,0.087,0.087,U
19,22,DT,23,NMOD,?,?,R1,?,?,2,Z,17,61,72,78,130,153,23,0.253,0.253,H*
20,22,NNS,21,PMOD,?,?,R1,?,?,2,Z,39,38,61,77,96,147,51,0.339,0.678,LH-
21,22,NNP,26,NAME,?,?,R1,?,?,2,Z,6,71,74,77,89,109,19,0.128,0.256,L*
22,22,NNP,20,CONJ,?,?,R1,?,?,2,Z,28,49,66,77,75,118,44,0.24,0.48,LL-
1,18,RB,3,ADV,Foc,?,R1,?,?,1,U,44,36,69,80,101,150,49,0.238,0.476,H*
2,18,VBN,3,SBJ,Foc,?,R1,?,?,1,U,36,43,65,79,101,125,24,0.209,0.627,S
3,18,MD,0,ROOT,?,?,R1,?,?,1,U,14,61,68,75,0,0,0,0.084,0.084,U
4,18,VB,3,VC,?,?,R1,?,?,1,U,10,67,72,76,101,104,3,0.098,0.098,S
5,18,NNS,4,PRD,?,?,R1,?,?,1,U,26,56,72,82,89,121,32,0.211,0.634,H*
6,18,IN,4,LOC,?,?,R1,?,?,1,U,7,58,62,65,86,89,3,0.056,0.056,U
7,18,NNS,6,PMOD,?,?,R1,?,?,1,U,23,56,71,79,91,115,23,0.158,0.474,S
8,18,IN,7,NMOD,?,?,R1,?,?,1,U,27,48,65,75,87,92,5,0.195,0.195,U
9,18,JJ,12,NMOD,?,?,R1,?,?,1,U,34,44,68,78,106,133,28,0.235,0.704,H*
10,18,NN,8,PMOD,?,?,R1,?,?,1,U,15,65,72,80,87,113,26,0.181,0.362,S
11,18,VBG,7,APPO,?,?,R1,?,?,1,U,28,47,67,75,89,97,8,0.265,0.529,S
12,18,IN,13,ADV,?,?,R1,?,?,1,U,20,52,68,72,89,100,12,0.188,0.188,U
13,18,NNS,16,NMOD,?,?,R1,?,?,1,U,27,54,72,82,100,129,29,0.188,0.376,L*+H
14,18,NN,14,PMOD,?,?,R1,?,?,1,U,44,34,57,78,92,139,46,0.291,1.163,LH-
15,18,JJ,19,NMOD,?,?,R1,?,?,1,U,37,43,69,80,95,116,21,0.132,0.529,H*
16,18,NNS,16,COORD,?,?,R1,?,?,1,U,45,37,64,82,92,126,34,0.267,0.801,LH-
17,18,CC,19,COORD,?,?,R1,?,?,1,U,16,60,68,76,100,101,0,0.139,0.139,U
18,18,NN,20,CONJ,?,?,R1,?,?,1,U,27,49,63,76,101,103,3,0.186,0.559,LL-
1,19,CD,2,NMOD,?,?,T1,?,?,2,A,35,42,63,78,143,156,13,0.211,0.421,L*+H
2,19,NN,6,SBJ,?,?,T1,?,?,2,A,17,61,71,77,113,144,30,0.119,0.237,S
3,19,IN,2,NMOD,?,?,T1,?,?,2,A,4,73,75,77,102,113,12,0.077,0.077,U
4,19,DT,5,NMOD,?,?,T1,?,?,2,A,5,68,70,73,101,108,7,0.077,0.077,U
5,19,NN,3,PMOD,?,?,T1,?,?,2,A,36,45,70,80,105,110,4,0.499,0.499,L*
6,19,MD,0,ROOT,?,?,R1,?,?,2,Z,27,48,66,75,102,103,2,0.116,0.116,U
7,19,VB,6,VC,?,?,R1,?,?,2,Z,9,67,72,77,99,110,11,0.097,0.097,S
8,19,VBN,7,VC,?,?,R1,?,?,2,Z,25,57,72,82,87,109,23,0.152,0.455,S
9,19,IN,8,ADV,?,?,R1,?,?,2,Z,5,68,71,73,87,95,8,0.116,0.116,U
10,19,NNS,9,PMOD,?,?,R1,?,?,2,Z,45,36,57,81,122,126,4,0.812,0.812,HL-
11,19,IN,8,ADV,?,?,R1,?,?,2,Z,31,43,63,74,99,102,3,0.127,0.127,U
12,19,DT,14,NMOD,?,?,R1,?,?,2,Z,10,68,73,78,91,109,17,0.082,0.082,U
13,19,NN,15,SBJ,?,?,R1,?,?,2,Z,28,54,72,82,102,125,22,0.276,0.276,H*
14,19,VBG,12,PMOD,?,?,R1,?,?,2,Z,5,75,77,80,103,111,9,0.099,0.198,S
15,19,IN,15,ADV,?,?,R1,?,?,2,Z,16,60,69,76,80,103,23,0.126,0.252,S
16,19,NNS,16,PMOD,?,?,R1,?,?,2,Z,37,44,70,81,109,129,19,0.508,0.508,L*+H
17,19,CC,17,COORD,?,?,R1,?,?,2,Z,16,57,67,72,89,92,4,0.126,0.126,U
18,19,NN,22,NMOD,?,?,R1,?,?,2,Z,26,51,68,77,88,115,27,0.257,0.513,S
19,19,NNS,18,CONJ,?,?,R1,?,?,2,Z,24,52,65,75,44,91,47,0.177,0.532,LL-
1,22,DT,3,NMOD,?,?,T1,?,?,2,A,15,61,70,76,94,111,17,0.124,0.124,U
2,22,NN,3,NMOD,?,?,T1,?,?,2,A,16,68,79,84,94,152,58,0.219,0.219,L*+H
3,22,NN,4,SBJ,?,?,T1,?,?,2,A,22,57,73,80,101,146,46,0.27,0.27,S
4,22,MD,0,ROOT,?,?,R1,?,?,2,Z,6,70,74,77,100,105,5,0.131,0.131,U
5,22,VB,4,VC,?,?,R1,?,?,2,Z,25,56,72,81,89,112,23,0.146,0.291,S
6,22,IN,5,ADV,?,?,R1,?,?,2,Z,8,64,70,73,92,93,0,0.102,0.102,U
7,22,NN,14,NMOD,?,?,R1,?,?,2,Z,41,42,72,83,91,138,47,0.35,0.699,H*
8,22,CC,9,COORD,?,?,R1,?,?,2,Z,24,54,71,78,128,147,18,0.328,0.328,U
9,22,NN,10,CONJ,?,?,R1,?,?,2,Z,26,54,74,80,86,121,35,0.189,0.568,L*
10,22,NNS,6,PMOD,?,?,R1,?,?,2,Z,43,34,60,77,91,97,6,0.575,0.575,LL-
11,22,NNS,14,COORD,?,?,R1,?,?,2,Z,36,45,69,81,108,125,17,0.219,0.656,H*
12,22,CC,16,COORD,?,?,R1,?,?,2,Z,14,60,70,74,98,107,9,0.109,0.109,U
13,22,VBN,21,NMOD,?,?,R1,?,?,2,Z,23,57,73,80,91,110,20,0.175,0.524,L*
14,22,NNS,17,CONJ,?,?,R1,?,?,2,Z,43,35,55,78,110,124,14,0.255,1.02,HL-
15,22,VBG,14,NMOD,?,?,R1,?,?,2,Z,24,57,72,80,103,136,33,0.136,0.408,H*
16,22,RB,25,DEP,?,?,R1,?,?,2,Z,13,69,74,82,99,109,10,0.131,0.131,U
17,22,JJ,28,NMOD,?,?,R1,?,?,2,Z,22,60,71,82,101,107,6,0.117,0.117,S
18,22,IN,25,DEP,?,?,R1,?,?,2,Z,25,48,65,74,89,102,13,0.146,0.146,U
19,22,CD,25,DEP,?,?,R1,?,?,2,Z,36,41,65,77,101,129,28,0.2,0.801,H*
20,22,IN,28,LOC,?,?,R1,?,?,2,Z,28,46,66,74,95,123,28,0.168,0.168,U
21,22,JJ,31,NMOD,?,?,R1,?,?,2,Z,23,54,70,76,100,106,7,0.127,0.255,S
22,22,NNS,29,PMOD,?,?,R1,?,?,2,Z,19,52,63,71,31,45,14,0.146,0.585,LL-
1,21,DT,2,NMOD,?,?,T1,?,?,2,A,20,56,69,77,108,119,12,0.14,0.14,U
2,21,NN,4,SBJ,?,?,T1,?,?,2,A,26,57,73,83,128,149,21,0.423,0.423,L*+H
3,21,RB,4,ADV,?,?,R1,?,?,2,Z,14,69,76,83,103,148,45,0.133,0.266,S
4,21,MD,0,ROOT,?,?,R1,?,?,2,Z,15,66,74,81,46,103,56,0.241,0.241,S
5,21,VB,4,VC,?,?,R1,?,?,2,Z,18,65,78,83,46,123,77,0.301,0.301,H*
6,21,CC,5,COORD,?,?,R1,?,?,2,Z,12,62,68,74,94,98,4,0.161,0.161,U
7,21,VB,6,CONJ,?,?,R1,?,?,2,Z,38,44,67,82,108,116,8,0.381,0.381,S
8,21,NNS,5,OBJ,?,?,R1,?,?,2,Z,23,54,68,77,117,137,20,0.234,0.468,L*
9,21,CC,8,COORD,?,?,R1,?,?,2,Z,21,54,70,75,95,111,16,0.154,0.154,U
10,21,NNS,9,CONJ,?,?,R1,?,?,2,Z,25,56,69,81,96,116,21,0.214,0.428,H*
11,21,NNS,5,OBJ,?,?,R1,?,?,2,Z,44,34,59,78,84,97,13,0.385,0.769,LL-
12,21,JJ,5,ADV,?,?,R1,?,?,2,Z,44,38,70,81,115,130,15,0.214,0.428,L*
13,21,TO,13,AMOD,?,?,R1,?,?,2,Z,27,51,65,78,98,118,20,0.147,0.147,U
14,21,NN,14,PMOD,?,?,R1,?,?,2,Z,32,47,66,79,95,137,42,0.218,0.655,S
15,21,IN,15,NMOD,?,?,R1,?,?,2,Z,16,64,74,80,99,117,18,0.161,0.161,S
16,21,DT,22,NMOD,?,?,R1,?,?,2,Z,14,63,72,77,101,105,3,0.147,0.147,U
17,21,NNP,19,NAME,?,?,R1,?,?,2,Z,3,75,77,78,105,113,9,0.168,0.168,L*+H
18,21,NNP,22,NAME,?,?,R1,?,?,2,Z,22,58,74,81,107,110,3,0.167,0.167,S
19,21,NNP,22,NAME,?,?,R1,?,?,2,Z,27,51,66,78,102,114,12,0.288,0.288,S
20,21,NNP,22,NAME,?,?,R1,?,?,2,Z,18,58,68,76,82,108,25,0.158,0.475,S
21,21,NNP,16,PMOD,?,?,R1,?,?,2,Z,23,49,61,72,42,42,1,0.188,0.563,LL-
1,22,DT,3,NMOD,?,?,T1,?,?,2,A,23,55,68,77,115,122,6,0.106,0.106,U
2,22,NN,3,NMOD,?,?,T1,?,?,2,A,24,58,74,82,111,159,48,0.132,0.396,L*+H
3,22,NNS,10,SBJ,?,?,T1,?,?,2,A,16,65,72,81,90,120,30,0.198,0.396,S
4,22,VBN,3,APPO,?,?,T1,?,?,2,A,24,59,74,84,107,131,23,0.129,0.258,S
5,22,IN,4,LGS,?,?,T1,?,?,2,A,13,69,77,82,93,107,14,0.152,0.152,S
6,22,DT,8,NMOD,?,?,T1,?,?,2,A,16,57,67,73,90,123,33,0.126,0.126,U
7,22,NN,8,NMOD,?,?,T1,?,?,2,A,11,65,72,76,112,130,17,0.145,0.291,S
8,22,NN,5,PMOD,?,?,T1,?,?,2,A,40,38,62,78,117,137,20,0.654,0.654,LH-
9,22,RB,10,TMP,?,?,R1,?,?,2,Z,23,57,73,80,131,145,14,0.136,0.409,L*+H
10,22,VBP,0,ROOT,?,?,R1,?,?,2,Z,10,69,75,78,97,101,4,0.145,0.145,U
11,22,VBN,10,VC,?,?,R1,?,?,2,Z,23,55,74,79,97,128,31,0.132,0.396,S
12,22,TO,11,ADV,?,?,R1,?,?,2,Z,10,58,63,68,98,110,12,0.099,0.099,U
13,22,DT,15,NMOD,?,?,R1,?,?,2,Z,4,70,73,74,89,98,9,0.073,0.073,U
14,22,NN,15,NMOD,?,?,R1,?,?,2,Z,35,46,63,81,88,110,22,0.376,0.376,H*
15,22,NN,12,PMOD,?,?,R1,?,?,2,Z,41,31,50,72,82,89,7,0.885,0.885,LL-
17,22,DT,18,NMOD,?,?,R1,?,?,2,Z,8,66,72,74,97,103,6,0.126,0.126,U
18,22,NN,15,COORD,?,?,R1,?,?,2,Z,39,39,62,78,97,142,45,0.271,0.812,L*+H
19,22,CC,18,COORD,?,?,R1,?,?,2,Z,12,62,70,74,100,101,1,0.086,0.086,U
20,22,DT,24,NMOD,?,?,R1,?,?,2,Z,1,73,74,74,96,100,4,0.099,0.099,U
21,22,NN,24,NMOD,?,?,R1,?,?,2,Z,36,44,69,80,94,112,18,0.152,0.608,L*
22,22,NN,19,CONJ,?,?,R1,?,?,2,Z,24,45,61,69,82,82,0,0.351,0.351,LL-
1,17,DT,2,NMOD,?,?,SP1,?,?,3,A,30,43,60,74,107,109,2,0.199,0.199,U
2,17,NN,3,SBJ,?,?,SP1,?,?,3,A,20,58,72,78,106,162,56,0.106,0.319,L*+H
3,17,VBD,0,ROOT,?,?,SP1,?,?,3,A,12,68,73,80,108,135,26,0.184,0.184,S
4,17,DT,5,NMOD,?,?,T1,?,?,3,B,6,69,72,75,99,108,9,0.129,0.129,U
5,17,NN,13,SBJ,?,?,T1,?,?,3,B,34,46,64,80,92,126,34,0.788,0.788,LH-
6,17,IN,13,LOC,?,?,T1,?,?,3,B,13,67,76,80,108,125,18,0.137,0.274,S
7,17,NN,7,PMOD,?,?,T1,?,?,3,B,10,68,75,78,100,129,29,0.137,0.274,H*
8,17,IN,8,NMOD,?,?,T1,?,?,3,B,17,55,66,72,92,133,41,0.129,0.129,U
9,17,DT,11,NMOD,?,?,T1,?,?,3,B,10,66,72,76,107,118,11,0.212,0.212,U
10,17,NN,9,PMOD,?,?,T1,?,?,3,B,41,34,56,75,86,107,21,0.693,0.693,LH-
11,17,MD,3,OBJ,?,?,R1,?,?,3,Z,29,44,65,73,109,121,12,0.162,0.162,U
12,17,VB,13,VC,?,?,R1,?,?,3,Z,27,54,70,81,103,129,26,0.14,0.279,S
13,17,NNS,14,OBJ,?,?,R1,?,?,3,Z,19,60,72,80,120,137,17,0.222,0.665,H*
14,17,IN,14,ADV,?,?,R1,?,?,3,Z,11,63,69,75,87,106,19,0.095,0.19,S
15,17,JJ,19,NMOD,?,?,R1,?,?,3,Z,26,51,68,77,80,126,46,0.162,0.486,H*
16,17,NN,19,NMOD,?,?,R1,?,?,3,Z,24,52,68,76,83,111,28,0.145,0.436,S
17,17,NNS,16,PMOD,?,?,R1,?,?,3,Z,34,40,58,74,80,81,1,0.22,0.44,LL-
1,24,NNP,3,NAME,?,?,T1,?,?,2,A,40,43,69,83,124,142,18,0.165,0.496,L*+H
2,24,NNP,3,NAME,?,?,T1,?,?,2,A,30,47,68,78,125,133,8,0.294,0.294,S
3,24,NNP,18,SBJ,?,?,T1,?,?,2,A,40,40,61,80,86,126,40,0.449,0.899,LH-
4,24,CD,6,NMOD,?,?,T1,?,?,2,A,39,42,74,81,107,116,10,0.12,0.479,L*
5,24,NNS,7,AMOD,?,?,T1,?,?,2,A,8,69,75,78,100,107,7,0.227,0.227,S
6,24,JJ,3,APPO,?,?,T1,?,?,2,A,36,41,55,77,90,106,16,0.781,0.781,LH-
7,24,DT,12,NMOD,?,?,T1,?,?,2,A,17,58,70,75,102,103,1,0.084,0.084,U
8,24,JJ,12,NMOD,?,?,T1,?,?,2,A,11,67,74,78,102,132,30,0.16,0.319,L*+H
9,24,NN,12,NMOD,?,?,T1,?,?,2,A,33,51,71,84,95,121,26,0.302,0.302,S
10,24,NN,3,APPO,?,?,T1,?,?,2,A,20,61,73,81,98,107,9,0.14,0.42,S
11,24,IN,12,LOC,?,?,T1,?,?,2,A,20,56,69,77,96,100,4,0.16,0.16,S
12,24,DT,16,NMOD,?,?,T1,?,?,2,A,11,64,69,75,99,104,4,0.109,0.109,S
13,24,NN,16,NMOD,?,?,T1,?,?,2,A,29,48,68,77,90,113,24,0.155,0.311,S
14,24,NN,13,PMOD,?,?,T1,?,?,2,A,36,39,58,75,87,112,25,0.454,0.907,LH-
15,24,VBD,0,ROOT,?,?,R1,?,?,2,Z,12,62,69,74,103,109,6,0.126,0.126,U
16,24,VBN,18,VC,?,?,R1,?,?,2,Z,28,53,70,81,99,118,19,0.109,0.328,S
17,24,NN,19,OPRD,?,?,R1,?,?,2,Z,21,58,72,79,114,137,23,0.148,0.445,L*+H
18,24,IN,20,NMOD,?,?,R1,?,?,2,Z,14,61,70,75,95,117,22,0.109,0.109,U
19,24,PRP$,24,NMOD,?,?,R1,?,?,2,Z,12,62,67,74,99,101,2,0.16,0.16,U
20,24,NN,24,NMOD,?,?,R1,?,?,2,Z,21,58,72,79,83,111,28,0.124,0.496,S
21,24,NN,21,PMOD,?,?,R1,?,?,2,Z,24,47,57,71,44,254,209,0.462,0.462,LL-
22,24,DT,28,NMOD,?,?,R1,?,?,2,Z,22,53,68,76,103,106,4,0.112,0.112,U
23,24,JJ,28,NMOD,?,?,R1,?,?,2,Z,21,58,72,78,106,111,5,0.199,0.199,L*
