@relation spk2m

@attribute IdW numeric
@attribute TotLines numeric
@attribute PoS {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute DepId numeric
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,NAME,POSTHON,NMOD,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,LGS,SUB,LOCbPRD}
@attribute Prop {P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {T1,R1,SP1}
@attribute TH3 {T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute IntRange numeric
@attribute 'min [dB]' numeric
@attribute 'RMS [dB]' numeric
@attribute 'max [dB]' numeric
@attribute 'MinPitch (Hz)' numeric
@attribute 'MaxPitch (Hz)' numeric
@attribute PitchRange numeric
@attribute 'Speech ratio' numeric
@attribute Duration[ms] numeric
@attribute ToBI {S,L*+H,HL-,LH-,U,H*,LL-,L*,HH-}

@data
24,24,NN,24,APPO,?,?,R1,?,?,2,Z,23,51,63,74,32,45,13,0.173,0.52,LL-
1,12,DT,2,NMOD,?,?,T1,?,?,2,A,25,53,71,78,104,106,2,0.175,0.175,U
2,12,NN,5,SBJ,?,?,T1,?,?,2,A,38,46,69,84,93,139,46,0.239,0.716,H*
3,12,NNP,4,NAME,?,?,T1,?,?,2,A,26,52,72,79,110,134,24,0.358,0.358,L*+H
4,12,NNP,2,APPO,?,?,T1,?,?,2,A,43,40,62,83,89,125,36,0.257,0.77,HL-
5,12,VBZ,44,DEP,?,?,R1,?,?,2,Z,27,48,66,75,101,127,26,0.214,0.214,U
6,12,VBN,5,VC,?,?,R1,?,?,2,Z,20,61,74,81,111,123,12,0.138,0.276,S
7,12,DT,9,NMOD,?,?,R1,?,?,2,Z,10,68,73,77,92,95,3,0.09,0.09,U
8,12,JJ,9,NMOD,?,?,R1,?,?,2,Z,21,64,77,85,92,129,37,0.206,0.206,H*
9,12,NN,6,OBJ,?,?,R1,?,?,2,Z,8,73,77,81,90,119,29,0.28,0.28,S
10,12,IN,9,NMOD,?,?,R1,?,?,2,Z,10,70,76,81,88,92,4,0.082,0.165,S
11,12,DT,12,NMOD,?,?,R1,?,?,2,Z,15,56,63,71,0,0,0,0.131,0.131,U
12,12,NN,10,PMOD,?,?,R1,?,?,2,Z,29,47,65,77,41,87,46,0.267,0.533,LL-
1,9,NNP,2,NAME,?,?,T1,?,?,2,A,37,43,69,80,124,171,47,0.165,0.331,L*+H
2,9,NNP,3,SBJ,?,?,T1,?,?,2,A,25,56,69,82,89,137,49,0.331,0.661,S
3,9,VBZ,12,NMOD,?,?,R1,?,?,2,Z,15,57,63,72,102,111,8,0.236,0.236,U
4,9,VBN,3,VC,?,?,R1,?,?,2,Z,23,56,72,79,95,120,25,0.141,0.282,S
5,9,DT,6,NMOD,?,?,R1,?,?,2,Z,9,65,71,74,90,95,5,0.092,0.092,U
6,9,NN,4,OBJ,?,?,R1,?,?,2,Z,44,34,60,78,58,146,87,0.397,0.793,LH-
7,9,RBR,11,AMOD,?,?,R1,?,?,2,Z,20,58,73,78,114,121,7,0.192,0.192,S
8,9,JJ,12,NMOD,?,?,R1,?,?,2,Z,31,51,72,82,86,121,35,0.161,0.644,H*
9,9,NN,0,ROOT,?,?,R1,?,?,2,Z,25,48,62,73,84,86,2,0.191,0.382,LL-
1,15,CC,3,DEP,?,?,SP1,?,?,3,A,20,56,69,77,107,119,12,0.144,0.144,U
2,15,PRP,3,SBJ,?,?,R1-1,?,?,3,B,22,54,68,76,108,118,11,0.154,0.154,U
3,15,MD,0,ROOT,?,?,R1-1,?,?,3,B,19,57,69,77,144,163,20,0.231,0.231,H*
4,15,VB,3,VC,?,?,R1-1,?,?,3,B,38,41,69,79,133,147,14,0.287,0.573,S
5,15,NNP,7,TITLE,?,?,T1,?,?,3,C,20,56,69,77,97,126,29,0.318,0.318,S
6,15,NNP,9,NMOD,?,?,T1,?,?,3,C,27,53,69,80,103,127,24,0.27,0.539,H*
7,15,NN,5,OBJ,?,?,T1,?,?,3,C,23,54,65,77,88,277,188,0.327,0.655,HL-
8,15,CC,9,COORD,?,?,T1,?,?,3,C,9,70,78,80,117,121,4,0.14,0.14,H*
9,15,PRP$,12,NMOD,?,?,T1,?,?,3,C,8,70,74,78,104,120,17,0.13,0.13,U
10,15,NNS,10,CONJ,?,?,T1,?,?,3,C,19,62,74,81,101,112,11,0.198,0.397,LH-
11,15,IN,5,ADV,?,?,R1-2,?,?,3,Z,11,62,68,73,89,102,13,0.162,0.162,U
12,15,RB,15,AMOD,?,?,R1-2,?,?,3,Z,21,59,75,80,99,111,12,0.142,0.284,S
13,15,JJ,13,PMOD,?,?,R1-2,?,?,3,Z,38,42,68,80,88,118,30,0.19,0.571,L*+H
14,15,CC,15,COORD,?,?,R1-2,?,?,3,Z,29,44,67,73,95,97,2,0.137,0.137,U
15,15,JJ,16,CONJ,?,?,R1-2,?,?,3,Z,35,45,67,80,32,104,72,0.26,0.52,HL-
1,10,PRP,2,SBJ,P2,no,T1,?,?,7,A,38,40,67,77,131,142,11,0.167,0.167,U
2,10,VBZ,0,ROOT,P2,no,R1,?,?,7,B,16,65,75,80,108,137,29,0.187,0.373,H*
3,10,IN,2,ADV,P2,no,R1,?,?,7,B,1,75,75,76,102,109,7,0.072,0.072,U
4,10,WP,6,OBJ,P3,yes,T1,?,?,7,C,8,74,78,82,102,111,8,0.127,0.127,U
5,10,PRP,6,SBJ,P3,yes,R1,?,?,7,D,13,63,72,75,98,107,9,0.119,0.119,U
6,10,VBZ,3,PMOD,P3,yes,R1,?,?,7,D,39,38,59,77,37,100,63,0.709,0.709,LL-
7,10,CC,2,COORD,P4,no,SP1,?,?,7,E,36,41,66,77,103,105,2,0.124,0.124,U
8,10,PRP,10,SBJ,P4,no,T1,?,?,7,F,20,57,68,77,101,105,3,0.103,0.103,U
9,10,VBZ,8,CONJ,P4,no,R1,?,?,7,Z,19,61,73,81,111,121,10,0.265,0.265,H*
10,10,RB,10,MNR,P4,no,R1,?,?,7,Z,32,45,66,77,79,104,26,0.212,0.637,LL-
1,16,PRP$,3,NMOD,?,?,T1,?,?,2,A,33,42,64,75,108,122,14,0.182,0.182,U
2,16,JJ,3,NMOD,?,?,T1,?,?,2,A,12,68,74,80,113,166,53,0.147,0.294,L*+H
3,16,NN,9,SBJ,?,?,T1,?,?,2,A,24,56,72,80,106,140,34,0.17,0.511,S
4,16,IN,3,LOC,?,?,T1,?,?,2,A,19,56,70,76,97,99,1,0.114,0.114,S
5,16,DT,7,NMOD,?,?,T1,?,?,2,A,21,54,70,75,98,103,5,0.15,0.15,U
6,16,NNP,7,NAME,?,?,T1,?,?,2,A,22,58,72,79,97,132,34,0.119,0.593,H*
7,16,NNP,4,PMOD,?,?,T1,?,?,2,A,33,42,63,74,82,112,30,0.226,0.678,S
8,16,VBD,16,OBJ,?,?,T1,?,?,2,A,44,38,60,82,92,111,19,0.742,0.742,LL-
9,16,DT,13,NMOD,?,?,T1,?,?,2,A,35,41,65,76,102,102,0,0.128,0.128,U
10,16,JJ,13,NMOD,?,?,T1,?,?,2,A,22,56,72,79,102,129,27,0.137,0.411,L*+H
11,16,NNP,9,OBJ,?,?,T1,?,?,2,A,41,39,60,80,67,112,45,0.254,0.763,HL-
12,16,VBD,0,ROOT,?,?,R1,?,?,2,Z,23,52,68,75,92,105,12,0.123,0.123,U
13,16,DT,18,NMOD,?,?,R1,?,?,2,Z,19,56,68,74,88,113,24,0.096,0.096,U
14,16,NN,16,SBJ,?,?,R1,?,?,2,Z,23,55,68,78,107,128,21,0.256,0.256,H*
15,16,IN,18,NMOD,?,?,R1,?,?,2,Z,11,62,70,73,81,107,26,0.117,0.117,U
16,16,NN,19,PMOD,?,?,R1,?,?,2,Z,27,47,62,73,79,108,29,0.387,0.387,LL-
1,20,PRP,2,SBJ,?,?,T1,?,?,2,A,23,48,63,71,0,0,0,0.084,0.084,U
2,20,VBD,0,ROOT,?,?,R1,?,?,2,Z,26,55,71,81,135,142,7,0.221,0.221,H*
3,20,RBR,4,PMOD,?,?,R1,?,?,2,Z,16,67,79,84,122,137,15,0.253,0.253,S
4,20,IN,2,ADV,?,?,R1,?,?,2,Z,13,62,70,75,0,0,0,0.09,0.09,S
5,20,DT,6,NMOD,?,?,R1,?,?,2,Z,15,55,64,70,0,0,0,0.068,0.068,U
6,20,NN,4,PMOD,?,?,R1,?,?,2,Z,38,46,63,84,59,131,72,0.371,0.742,HL-
7,20,CC,4,COORD,?,?,R1,?,?,2,Z,20,54,66,74,0,0,0,0.063,0.063,U
8,20,DT,13,NMOD,?,?,R1,?,?,2,Z,3,73,74,76,97,103,5,0.079,0.079,U
9,20,RB,11,AMOD,?,?,R1,?,?,2,Z,29,55,75,85,95,129,34,0.174,0.347,S
10,20,VBN,13,NMOD,?,?,R1,?,?,2,Z,20,59,71,80,82,128,46,0.161,0.321,S
11,20,NN,13,NMOD,?,?,R1,?,?,2,Z,19,60,75,79,109,118,9,0.274,0.274,H*
12,20,NN,8,CONJ,?,?,R1,?,?,2,Z,15,61,68,76,84,112,28,0.266,0.532,S
13,20,IN,13,NMOD,?,?,R1,?,?,2,Z,16,58,66,74,99,108,9,0.158,0.158,U
14,20,DT,17,NMOD,?,?,R1,?,?,2,Z,11,62,69,73,92,101,9,0.111,0.111,U
15,20,DT,17,NMOD,?,?,R1,?,?,2,Z,22,54,68,76,107,110,3,0.168,0.168,L*
16,20,NNS,14,PMOD,?,?,R1,?,?,2,Z,37,38,56,75,80,108,28,0.843,0.843,LL-
17,20,IN,4,PMOD,?,?,R1,?,?,2,Z,16,59,69,75,53,109,56,0.12,0.12,U
18,20,DT,22,NMOD,?,?,R1,?,?,2,Z,18,57,70,75,98,99,1,0.079,0.079,U
19,20,JJ,22,NMOD,?,?,R1,?,?,2,Z,24,57,68,81,81,118,38,0.137,0.41,L*
20,20,NN,19,PMOD,?,?,R1,?,?,2,Z,25,48,62,73,79,90,12,0.241,0.481,LL-
1,24,PRP,2,SBJ,?,?,T1,?,?,2,A,36,40,62,76,122,129,7,0.188,0.188,U
2,24,VBD,35,DEP,?,?,R1,?,?,2,Z,18,61,72,80,122,146,23,0.322,0.322,L*+H
3,24,IN,2,DIR,?,?,R1,?,?,2,Z,18,58,72,76,102,126,25,0.214,0.429,S
4,24,NNP,10,NAME,?,?,R1,?,?,2,Z,39,39,63,77,92,124,32,0.603,1.206,H*
5,24,DT,10,NMOD,?,?,R1,?,?,2,Z,6,68,70,74,100,107,7,0.116,0.116,U
6,24,NN,3,PMOD,?,?,R1,?,?,2,Z,28,51,70,79,87,121,34,0.608,0.608,L*+H
7,24,IN,10,NMOD,?,?,R1,?,?,2,Z,20,54,68,74,89,106,17,0.259,0.259,U
8,24,NNP,35,DEP,?,?,R1,?,?,2,Z,23,58,74,80,104,117,13,0.119,0.357,H*
9,24,IN,14,NMOD,?,?,R1,?,?,2,Z,8,68,73,76,86,104,18,0.107,0.107,U
10,24,DT,17,NMOD,?,?,R1,?,?,2,Z,8,66,71,74,83,86,3,0.098,0.098,U
11,24,NNS,15,PMOD,?,?,R1,?,?,2,Z,39,35,51,74,31,91,60,0.432,1.296,LL-
12,24,DT,23,NMOD,?,?,R1,?,?,2,Z,29,43,59,71,105,106,0,0.134,0.134,U
13,24,JJ,23,NMOD,?,?,R1,?,?,2,Z,29,51,72,80,119,126,7,0.17,0.34,L*+H
14,24,NN,23,NMOD,?,?,R1,?,?,2,Z,22,59,74,82,94,116,22,0.197,0.393,S
15,24,NN,35,DEP,?,?,R1,?,?,2,Z,24,52,67,76,92,105,12,0.277,0.277,S
16,24,IN,23,NMOD,?,?,R1,?,?,2,Z,14,59,67,73,0,0,0,0.138,0.138,U
17,24,NNS,24,PMOD,?,?,R1,?,?,2,Z,44,34,58,78,84,110,25,0.315,0.631,HL-
18,24,IN,23,NMOD,?,?,R1,?,?,2,Z,20,53,68,73,94,100,6,0.155,0.155,U
19,24,JJ,31,NMOD,?,?,R1,?,?,2,Z,40,44,67,84,100,129,29,0.311,0.622,L*+H
20,24,JJ,31,NMOD,?,?,R1,?,?,2,Z,24,57,71,81,102,117,15,0.188,0.375,S
21,24,NN,27,PMOD,?,?,R1,?,?,2,Z,34,44,63,77,116,134,17,0.697,0.697,L*+H
22,24,CC,31,COORD,?,?,R1,?,?,2,Z,22,54,72,76,93,99,6,0.188,0.188,U
23,24,DT,34,NMOD,?,?,R1,?,?,2,Z,1,77,78,78,96,99,3,0.083,0.083,L*
24,24,NN,32,CONJ,?,?,R1,?,?,2,Z,33,44,66,77,80,96,17,0.373,0.373,LL-
1,21,NNP,2,TITLE,?,?,T1,?,?,2,A,21,56,70,78,117,133,15,0.156,0.313,L*+H
2,21,NNP,3,SBJ,?,?,T1,?,?,2,A,29,53,70,82,90,141,50,0.25,0.5,S
3,21,VBD,0,ROOT,?,?,R1,?,?,2,Z,20,58,71,78,102,131,30,0.158,0.474,S
4,21,PRP$,5,NMOD,?,?,R1,?,?,2,Z,9,64,69,73,95,102,7,0.134,0.134,U
5,21,NNS,3,OBJ,?,?,R1,?,?,2,Z,43,39,63,82,80,117,37,0.348,0.697,HL-
6,21,NNP,8,NAME,?,?,R1,?,?,2,Z,23,57,72,80,104,112,9,0.223,0.223,H*
7,21,NNP,5,APPO,?,?,R1,?,?,2,Z,47,36,56,83,101,142,41,0.517,1.033,LH-
8,21,NN,8,APPO,?,?,R1,?,?,2,Z,30,47,67,77,120,127,7,0.274,0.548,L*+H
9,21,NN,11,CONJ,?,?,R1,?,?,2,Z,28,49,67,77,90,124,35,0.249,0.748,L*
10,21,NN,13,CONJ,?,?,R1,?,?,2,Z,45,35,51,80,83,115,32,0.516,1.548,LH-
11,21,CC,8,COORD,?,?,R1,?,?,2,Z,29,48,69,77,106,110,4,0.125,0.125,U
12,21,DT,18,NMOD,?,?,R1,?,?,2,Z,2,75,76,77,103,106,4,0.072,0.072,U
13,21,JJ,18,NMOD,?,?,R1,?,?,2,Z,6,75,78,81,103,135,32,0.188,0.188,H*
14,21,NN,15,CONJ,?,?,R1,?,?,2,Z,15,69,78,84,108,124,16,0.094,0.188,S
15,21,IN,3,ADV,?,?,R1,?,?,2,Z,17,58,69,75,93,108,16,0.161,0.161,U
16,21,NNP,19,PMOD,?,?,R1,?,?,2,Z,37,40,62,77,80,104,24,0.751,0.751,LH-
17,21,CC,3,COORD,?,?,R1,?,?,2,Z,7,69,73,76,90,106,16,0.152,0.152,U
18,21,NN,24,NMOD,?,?,R1,?,?,2,Z,22,60,75,82,93,109,16,0.232,0.232,H*
19,21,NN,26,TITLE,?,?,R1,?,?,2,Z,36,42,62,78,87,95,8,0.304,0.608,S
20,21,NNP,26,NAME,?,?,R1,?,?,2,Z,13,64,72,77,80,103,23,0.143,0.286,L*
21,21,NNP,22,CONJ,?,?,R1,?,?,2,Z,16,56,64,72,39,84,45,0.165,0.331,LL-
1,7,NNP,4,NMOD,?,?,T1,?,?,2,A,31,51,68,82,101,123,23,0.463,0.463,H*
2,7,NN,6,SBJ,?,?,T1,?,?,2,A,21,57,72,78,71,110,39,0.258,0.258,L*
3,7,VBD,0,ROOT,?,?,R1,?,?,2,Z,30,48,65,78,45,105,60,0.283,0.566,LL-
4,21,JJ,3,NMOD,?,?,T1,?,?,2,A,38,43,65,81,107,156,49,0.35,0.35,H*
5,21,NN,6,SBJ,?,?,T1,?,?,2,A,39,40,59,79,85,151,66,0.8,0.8,HL-
6,21,RB,6,ADV,?,?,R1,?,?,2,Z,41,39,68,81,113,131,18,0.162,0.323,S
7,21,VBD,0,ROOT,?,?,R1,?,?,2,Z,21,58,73,79,105,124,18,0.201,0.402,S
8,21,DT,9,NMOD,?,?,R1,?,?,2,Z,5,75,78,80,97,102,5,0.095,0.095,U
9,21,NN,9,NMOD,?,?,R1,?,?,2,Z,22,63,74,85,97,130,32,0.386,0.386,H*
10,21,NN,6,OBJ,?,?,R1,?,?,2,Z,25,52,70,77,89,126,37,0.402,0.402,S
11,21,IN,9,NMOD,?,?,R1,?,?,2,Z,20,57,69,76,90,101,12,0.126,0.126,U
12,21,JJ,14,NMOD,?,?,R1,?,?,2,Z,33,49,70,83,88,135,47,0.291,0.583,L*+H
13,21,CC,11,COORD,?,?,R1,?,?,2,Z,25,52,68,77,0,0,0,0.142,0.142,U
14,21,JJ,12,CONJ,?,?,R1,?,?,2,Z,19,60,70,79,93,116,24,0.116,0.465,S
15,21,NNS,10,PMOD,?,?,R1,?,?,2,Z,26,50,69,76,88,102,13,0.184,0.551,S
16,21,IN,14,NMOD,?,?,R1,?,?,2,Z,20,48,59,68,80,101,21,0.15,0.15,U
17,21,NNS,15,PMOD,?,?,R1,?,?,2,Z,47,35,63,82,109,116,7,0.867,0.867,LH-
18,21,NNS,16,COORD,?,?,R1,?,?,2,Z,29,48,68,76,94,112,19,0.272,0.544,L*
19,21,NNS,18,COORD,?,?,R1,?,?,2,Z,43,38,63,81,95,104,9,0.358,0.717,L*+H
20,21,NNS,20,COORD,?,?,R1,?,?,2,Z,37,39,62,76,87,102,14,0.343,0.685,L*
21,21,CC,22,COORD,?,?,R1,?,?,2,Z,34,39,59,73,82,92,9,0.149,0.596,LL-
1,11,DT,2,SBJ,?,?,T1,?,?,2,A,15,68,77,82,119,120,1,0.151,0.151,H*
2,11,VBD,0,ROOT,?,?,R1,?,?,2,Z,22,57,71,79,109,126,17,0.265,0.265,S
3,11,IN,2,ADV,?,?,R1,?,?,2,Z,18,63,76,81,112,119,7,0.111,0.222,S
4,11,DT,6,NMOD,?,?,R1,?,?,2,Z,13,68,77,80,94,112,18,0.13,0.13,U
5,11,JJ,6,NMOD,?,?,R1,?,?,2,Z,27,52,72,80,98,115,17,0.124,0.497,S
6,11,NN,3,PMOD,?,?,R1,?,?,2,Z,19,62,75,80,96,118,22,0.358,0.358,LH-
7,11,IN,6,NMOD,?,?,R1,?,?,2,Z,23,53,66,76,88,90,1,0.136,0.136,U
8,11,JJ,11,NMOD,?,?,R1,?,?,2,Z,17,62,74,79,88,103,15,0.313,0.313,L*
9,11,CC,8,COORD,?,?,R1,?,?,2,Z,12,59,66,71,79,89,10,0.142,0.142,U
10,11,JJ,9,CONJ,?,?,R1,?,?,2,Z,25,51,68,77,79,108,29,0.134,0.269,S
11,11,NNS,7,PMOD,?,?,R1,?,?,2,Z,18,53,64,71,43,90,46,0.231,0.462,LL-
1,14,VBD,15,DEP,?,?,T1,?,?,4,A,24,53,69,76,109,114,5,0.156,0.156,U
2,14,DT,15,DEP,?,?,T1,?,?,4,A,28,53,70,81,109,158,49,0.204,0.204,L*
3,14,WRB,8,PRP,P2,yes,R1,?,?,4,B,22,57,74,79,135,155,21,0.304,0.304,H*
4,14,DT,8,SBJ,P2,yes,R1,T1,?,4,C,9,67,72,76,133,146,13,0.237,0.237,U
5,14,IN,4,NMOD,P2,yes,R1,T1,?,4,C,2,69,70,71,117,134,17,0.032,0.032,U
6,14,DT,7,NMOD,P2,yes,R1,T1,?,4,C,4,75,76,78,115,117,2,0.071,0.071,U
7,14,NN,5,PMOD,P2,yes,R1,T1,?,4,C,34,48,70,82,114,132,18,0.263,0.527,LH-
8,14,VBD,15,DEP,P2,yes,R1,R1,?,4,Z,33,49,71,81,102,134,32,0.164,0.491,L*+H
9,14,IN,8,TMP,P2,yes,R1,R1,?,4,Z,21,56,70,77,97,140,42,0.219,0.439,LH-
10,14,CC,9,COORD,P2,yes,R1,R1,?,4,Z,14,62,71,77,96,100,5,0.184,0.184,U
11,14,IN,10,CONJ,P2,yes,R1,R1,?,4,Z,11,69,77,80,96,114,18,0.125,0.251,L*
12,14,DT,14,NMOD,P2,yes,R1,R1,?,4,Z,2,73,74,75,96,103,6,0.064,0.064,U
13,14,JJ,14,NMOD,P2,yes,R1,R1,?,4,Z,19,57,69,76,95,111,17,0.145,0.29,S
14,14,NN,11,PMOD,P2,yes,R1,R1,?,4,Z,25,50,67,75,95,149,54,0.352,0.352,HH-
1,8,CC,2,DEP,?,?,SP1,?,?,5,A,21,59,75,80,114,118,5,0.13,0.13,U
2,8,VBD,0,ROOT,?,?,T1,?,?,5,B,13,69,76,82,113,136,22,0.163,0.163,L*+H
3,8,PRP,2,SBJ,?,?,T1,?,?,5,B,4,67,69,72,60,136,76,0.082,0.082,U
4,8,IN,2,PRP,P2,yes,R1,?,?,5,C,27,54,72,81,112,136,24,0.207,0.414,HL-
5,8,NNP,6,TITLE,P2,yes,R1,T1,?,5,D,24,53,68,77,119,225,106,0.31,0.31,S
6,8,NNP,7,SBJ,P2,yes,R1,T1,?,5,D,25,56,73,81,114,141,27,0.228,0.456,H*
7,8,VBD,4,SUB,P2,yes,R1,R1,?,5,Z,6,66,69,72,91,114,23,0.145,0.145,S
8,8,VBN,7,VC,P2,yes,R1,R1,?,5,Z,32,42,64,74,60,102,42,0.46,0.46,LL-
1,12,NNP,3,TITLE,BACK,?,T1,?,?,2,A,33,44,67,77,106,126,20,0.169,0.338,S
2,12,NNP,8,NMOD,BACK,?,T1,?,?,2,A,25,57,70,83,105,124,19,0.42,0.42,H*
3,12,JJ,8,NMOD,BACK,?,T1,?,?,2,A,28,51,71,79,91,199,108,0.527,0.527,LH-
4,12,JJ,8,NMOD,BACK,?,T1,?,?,2,A,17,61,71,78,99,137,38,0.104,0.313,S
5,12,NNS,13,SBJ,BACK,?,T1,?,?,2,A,30,51,71,82,94,117,23,0.527,0.527,H*
6,12,IN,8,NMOD,BACK,?,T1,?,?,2,A,31,43,62,74,100,106,6,0.139,0.139,U
7,12,NN,12,NMOD,BACK,?,T1,?,?,2,A,25,53,69,78,120,124,5,0.291,0.291,H*
8,12,NN,10,PMOD,BACK,?,T1,?,?,2,A,44,34,55,78,86,124,37,0.404,0.807,LL-
9,12,VBZ,0,ROOT,BACK,?,R1,?,?,2,Z,23,55,70,78,105,119,14,0.148,0.296,S
10,12,DT,15,NMOD,BACK,?,R1,?,?,2,Z,19,59,72,78,101,108,7,0.091,0.091,U
11,12,NN,13,OBJ,BACK,?,R1,?,?,2,Z,25,54,69,79,107,123,16,0.225,0.449,H*
12,12,RB,13,ADV,BACK,?,R1,?,?,2,Z,32,47,66,79,67,107,40,0.148,0.741,HL-
1,28,NNP,2,TITLE,?,?,T1,?,?,8,A,29,49,69,77,133,146,13,0.15,0.3,L*+H
2,28,NNP,3,SBJ,?,?,T1,?,?,8,A,42,40,67,83,97,144,47,0.345,0.689,S
3,28,MD,0,ROOT,?,?,R1,?,?,8,B,23,57,70,80,117,135,18,0.247,0.247,H*
4,28,VB,3,VC,?,?,R1,?,?,8,B,8,70,74,79,99,102,3,0.127,0.127,U
5,28,VBN,4,VC,?,?,R1,?,?,8,B,11,71,78,82,98,114,16,0.131,0.262,S
6,28,IN,5,OBJ,?,?,R1,?,?,8,B,8,69,75,77,97,98,2,0.105,0.105,U
7,28,PRP$,8,NMOD,P2,yes,R1,T1,?,8,C,10,68,73,77,95,97,2,0.082,0.082,U
8,28,NN,9,SBJ,P2,yes,R1,T1,?,8,C,27,57,74,84,102,112,9,0.217,0.435,S
9,28,MD,6,SUB,P2,yes,R1,R1,?,8,D,17,64,76,81,104,130,27,0.232,0.232,H*
10,28,RB,9,ADV,P2,yes,R1,R1,?,8,D,13,63,72,77,86,124,37,0.195,0.195,S
11,28,VB,9,VC,P2,yes,R1,R1,?,8,D,8,70,76,78,97,105,8,0.12,0.12,S
12,28,JJ,11,PRD,P2,yes,R1,R1,?,8,D,13,64,71,77,85,97,12,0.18,0.18,S
13,28,TO,12,AMOD,P2,yes,R1,R1,?,8,D,16,55,64,71,105,105,0,0.135,0.135,U
14,28,VB,13,IM,P2,yes,R1,R1,?,8,D,22,52,66,74,86,105,19,0.18,0.18,S
15,28,PRP,14,OBJ,P2,yes,R1,R1,?,8,D,32,35,45,67,0,0,0,1.259,1.259,LL-
17,28,PRP,18,SBJ,?,?,T1,?,?,8,E,32,42,66,74,98,108,10,0.165,0.165,U
18,28,VBD,3,COORD,?,?,R1,?,?,8,F,11,70,78,81,100,133,32,0.195,0.195,L*
19,28,PRP,18,OBJ,?,?,R1,?,?,8,F,11,65,70,76,118,126,8,0.135,0.135,U
20,28,IN,18,LOC,?,?,R1,?,?,8,F,1,76,77,77,101,118,17,0.097,0.097,U
21,28,NN,20,PMOD,?,?,R1,?,?,8,F,40,40,64,80,95,134,39,0.341,0.682,LH-
22,28,IN,18,OBJ,?,?,R1,?,?,8,F,11,64,71,76,89,104,15,0.135,0.135,U
23,28,NNP,25,NAME,P2,yes,T1,?,?,8,G,6,73,77,79,98,119,21,0.172,0.172,L*+H
24,28,NNP,26,NMOD,P2,yes,T1,?,?,8,G,28,52,73,80,111,120,9,0.24,0.24,S
25,28,NN,28,SBJ,P2,yes,T1,?,?,8,G,26,53,70,79,118,217,99,0.192,0.577,LH-
26,28,VBZ,22,SUB,P2,yes,R1,?,?,8,Z,30,49,65,79,50,101,51,0.435,0.435,S
27,28,CD,31,NMOD,P2,yes,R1,?,?,8,Z,27,54,72,80,95,119,24,0.113,0.677,L*+H
28,28,NNS,28,OBJ,P2,yes,R1,?,?,8,Z,23,48,64,72,40,95,55,0.147,0.293,LL-
1,7,VBZ,0,ROOT,?,?,T1,?,?,2,A,4,67,69,72,100,123,23,0.121,0.121,U
2,7,DT,1,SBJ,?,?,T1,?,?,2,A,17,59,69,77,123,135,11,0.153,0.153,L*+H
3,7,DT,4,NMOD,?,?,R1,?,?,2,Z,16,55,65,71,0,0,0,0.08,0.08,U
4,7,NN,1,PRD,?,?,R1,?,?,2,Z,22,57,70,79,123,146,23,0.156,0.311,L*+H
5,7,IN,4,NMOD,?,?,R1,?,?,2,Z,22,58,72,79,121,134,13,0.105,0.105,U
6,7,NN,7,NMOD,?,?,R1,?,?,2,Z,14,63,73,76,127,141,15,0.153,0.307,L*
7,7,NN,5,PMOD,?,?,R1,?,?,2,Z,29,45,66,74,138,162,24,0.186,0.372,HH-
1,2,WP,2,SBJ,?,?,R1,?,?,2,A,40,38,65,78,119,130,11,0.297,0.297,L*
2,2,JJ,2,PRD,?,?,T1,?,?,2,Z,27,51,65,78,103,124,20,0.388,0.388,HL-
1,5,NNS,0,ROOT,?,?,R1,?,?,1,U,37,47,70,84,122,133,11,0.575,0.575,H*
2,5,TO,1,NMOD,?,?,R1,?,?,1,U,14,61,68,75,36,36,0,0.137,0.137,U
3,5,VB,2,IM,?,?,R1,?,?,1,U,50,29,60,79,109,124,15,0.333,0.999,S
4,5,NNP,5,NMOD,?,?,R1,?,?,1,U,33,44,65,77,113,133,20,0.207,0.829,L*
5,5,NNS,3,OBJ,?,?,R1,?,?,1,U,27,52,67,79,117,150,33,0.223,0.445,HH-
1,18,CC,3,DEP,?,?,SP1,?,?,6,A,30,48,70,79,109,115,6,0.123,0.123,U
2,18,PRP,3,SBJ,?,?,T1,?,?,6,B,6,72,76,79,105,115,10,0.078,0.078,U
3,18,VBD,0,ROOT,?,?,R1,?,?,6,C,3,75,77,78,108,112,4,0.073,0.073,U
4,18,RB,5,AMOD,?,?,R1,?,?,6,C,16,65,76,81,86,120,34,0.159,0.318,S
5,18,JJ,3,PRD,?,?,R1,?,?,6,C,28,51,67,79,91,128,38,0.257,0.257,L*+H
6,18,CC,5,COORD,?,?,R1,?,?,6,C,26,54,73,80,95,108,12,0.246,0.246,U
