@relation spk1f

@attribute IdW numeric
@attribute TotLines numeric
@attribute PoS {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute DepId numeric
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,NAME,POSTHON,NMOD,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,LGS,SUB,LOCbPRD}
@attribute Prop {P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {T1,R1,SP1}
@attribute TH3 {T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute IntRange numeric
@attribute 'min [dB]' numeric
@attribute 'RMS [dB]' numeric
@attribute 'max [dB]' numeric
@attribute 'MinPitch (Hz)' numeric
@attribute 'MaxPitch (Hz)' numeric
@attribute PitchRange numeric
@attribute 'Speech ratio' numeric
@attribute Duration[ms] numeric
@attribute ToBI {S,L*+H,LL-,LH-,U,H*,L*,HL-,HH-}

@data
14,21,NNS,13,PMOD,?,?,R1,?,?,4,B,15,63,72,78,200,234,34,0.157,0.471,S
15,21,WP,16,SBJ,P2,yes,T1,?,?,4,C,7,65,69,72,211,234,23,0.073,0.073,U
16,21,VBP,14,NMOD,P2,yes,R1,?,?,4,Z,23,57,71,80,202,211,9,0.263,0.263,H*
17,21,TO,16,OPRD,P2,yes,R1,?,?,4,Z,12,58,66,70,216,227,11,0.083,0.083,U
18,21,VB,17,IM,P2,yes,R1,?,?,4,Z,19,59,71,78,188,216,28,0.249,0.249,S
19,21,NNS,18,OBJ,P2,yes,R1,?,?,4,Z,23,55,68,78,181,192,11,0.17,0.339,S
20,21,IN,18,TMP,P2,yes,R1,?,?,4,Z,14,63,71,77,182,196,14,0.221,0.221,S
21,21,NN,20,PMOD,P2,yes,R1,?,?,4,Z,30,44,65,74,168,222,54,0.483,0.483,LL-
1,20,DT,2,NMOD,?,?,T1,?,?,2,A,35,47,71,82,224,269,44,0.145,0.291,L*+H
2,20,NNS,3,SBJ,?,?,T1,?,?,2,A,21,60,73,81,185,276,91,0.18,0.541,S
3,20,VBD,0,ROOT,?,?,T1,?,?,2,A,10,70,75,80,192,197,4,0.213,0.213,S
4,20,VBG,3,OPRD,?,?,R1,T1,?,2,B,19,59,72,78,191,221,30,0.182,0.364,H*
5,20,DT,6,NMOD,?,?,R1,T1,?,2,B,1,73,73,74,198,212,14,0.124,0.124,U
6,20,NNP,4,OBJ,?,?,R1,T1,?,2,B,16,61,70,77,193,220,27,0.173,0.518,HL-
7,20,TO,4,OPRD,?,?,R1,T1,?,2,B,15,59,65,74,193,196,3,0.141,0.141,U
8,20,VB,7,IM,?,?,R1,T1,?,2,B,21,56,70,77,116,233,117,0.218,0.436,L*+H
9,20,NNS,8,OBJ,?,?,R1,T1,?,2,B,12,64,71,76,185,216,31,0.152,0.457,HL-
10,20,TO,8,OPRD,?,?,R1,R1,?,2,B,10,60,67,70,198,200,2,0.093,0.093,U
11,20,VB,10,IM,?,?,R1,R1,?,2,B,25,53,66,77,195,207,12,0.149,0.298,S
12,20,PRP$,13,NMOD,?,?,R1,R1,?,2,B,21,53,66,74,215,217,2,0.137,0.137,U
13,20,NNS,11,OBJ,?,?,R1,R1,?,2,B,24,50,65,74,191,207,16,0.172,0.515,H*
14,20,CC,13,COORD,?,?,R1,R1,?,2,B,4,68,70,72,198,207,9,0.1,0.1,U
15,20,NNS,14,CONJ,?,?,R1,R1,?,2,B,12,65,71,77,183,206,23,0.306,0.306,S
16,20,RB,11,TMP,?,?,R1,R1,?,2,B,41,35,63,76,172,244,73,0.179,0.714,HL-
17,20,RB,11,ADV,?,?,R1,R1,?,2,B,7,67,71,75,187,243,56,0.165,0.165,L*
18,20,DT,20,NMOD,?,?,R1,R1,?,2,B,2,72,73,74,191,194,3,0.076,0.076,U
19,20,NN,4,TMP,?,?,R1,R1,?,2,B,23,51,66,74,176,192,16,0.285,0.285,S
20,20,RB,20,NMOD,?,?,R1,R1,?,2,B,31,47,66,78,175,297,123,0.199,0.398,LL-
1,16,NNS,9,SBJ,?,?,T1,?,?,3,A,34,45,68,80,200,293,93,0.201,0.604,L*+H
2,16,WP,3,SBJ,?,?,T1,?,?,3,A,5,73,77,78,244,292,48,0.094,0.094,U
3,16,VBP,1,NMOD,?,?,T1,?,?,3,A,22,59,76,81,227,244,18,0.254,0.254,S
4,16,TO,3,OPRD,?,?,T1,?,?,3,A,9,66,70,76,233,261,28,0.106,0.106,U
5,16,VB,4,IM,?,?,T1,?,?,3,A,24,50,68,75,203,233,30,0.462,0.462,S
6,16,DT,8,NMOD,?,?,T1,?,?,3,A,9,67,73,76,200,205,6,0.085,0.085,U
7,16,VBN,8,NMOD,?,?,T1,?,?,3,A,20,60,72,79,199,232,33,0.193,0.386,S
8,16,NN,5,OBJ,?,?,T1,?,?,3,A,11,64,71,75,179,224,44,0.18,0.359,LH-
9,16,MD,17,OBJ,?,?,R1,?,?,3,B,11,61,67,72,203,206,3,0.169,0.169,U
10,16,VB,9,VC,?,?,R1,?,?,3,B,31,46,67,77,186,219,32,0.321,0.321,H*
11,16,PRP$,12,NMOD,?,?,R1,?,?,3,B,13,62,70,74,207,209,2,0.142,0.142,U
12,16,NNS,10,OBJ,?,?,R1,?,?,3,B,21,56,70,77,186,218,31,0.117,0.583,S
13,16,IN,12,LOC,?,?,R1,?,?,3,B,9,64,69,73,188,195,7,0.109,0.109,U
14,16,NNP,13,PMOD,?,?,R1,?,?,3,B,27,48,67,75,99,216,116,0.268,0.535,HL-
15,16,PRP,17,SBJ,?,?,SP1,?,?,3,Z,27,46,63,73,179,210,31,0.235,0.235,U
16,16,VBD,0,ROOT,?,?,SP1,?,?,3,Z,18,52,66,71,94,94,1,0.182,0.365,LL-
1,17,DT,2,NMOD,?,?,T1,?,?,2,A,35,41,65,76,105,237,132,0.248,0.248,L*+H
2,17,NNS,3,SBJ,?,?,T1,?,?,2,A,22,58,71,80,114,247,133,0.283,0.283,S
3,17,VBP,0,ROOT,?,?,R1,?,?,2,Z,7,71,76,78,224,232,8,0.084,0.084,U
4,17,VBN,3,VC,?,?,R1,?,?,2,Z,25,51,64,76,100,229,129,0.127,0.382,S
5,17,TO,4,OPRD,?,?,R1,?,?,2,Z,5,60,62,65,202,220,18,0.08,0.08,U
6,17,VB,5,IM,?,?,R1,?,?,2,Z,16,61,71,77,190,209,19,0.135,0.27,S
7,17,NN,6,OBJ,?,?,R1,?,?,2,Z,20,54,69,74,188,223,34,0.11,0.44,S
8,17,IN,6,TMP,?,?,R1,?,?,2,Z,7,66,71,73,93,202,109,0.119,0.238,S
9,17,NNP,10,NMOD,?,?,R1,?,?,2,Z,16,57,66,73,88,185,97,0.283,0.283,S
10,17,CD,8,PMOD,?,?,R1,?,?,2,Z,39,35,54,74,48,221,173,0.945,0.945,LL-
11,17,JJ,6,ADV,?,?,R1,?,?,2,Z,19,58,70,77,200,246,47,0.164,0.327,S
12,17,TO,12,AMOD,?,?,R1,?,?,2,Z,19,56,68,75,203,228,26,0.327,0.327,U
13,17,NNS,13,PMOD,?,?,R1,?,?,2,Z,14,60,69,74,98,225,128,0.082,0.327,L*+H
14,17,CC,3,COORD,?,?,R1,?,?,2,Z,11,61,67,72,193,207,14,0.327,0.327,U
15,17,NNP,17,NAME,?,?,R1,?,?,2,Z,17,55,67,72,186,225,39,0.164,0.327,S
16,17,NNP,18,NMOD,?,?,R1,?,?,2,Z,20,53,67,73,92,202,110,0.109,0.327,S
17,17,NN,15,CONJ,?,?,R1,?,?,2,Z,22,46,61,68,30,211,181,0.102,0.307,HL-
1,16,IN,4,DEP,?,?,T1,T1,?,2,A,29,50,67,79,220,244,23,0.181,0.181,U
2,16,PRP$,3,NMOD,?,?,T1,T1,?,2,A,18,57,66,75,220,229,9,0.147,0.147,U
3,16,NNS,1,PMOD,?,?,T1,T1,?,2,A,21,59,72,80,219,249,30,0.129,0.386,L*+H
4,16,TO,14,PRP,?,?,T1,R1,?,2,A,14,59,68,73,245,252,7,0.091,0.091,U
5,16,VB,4,IM,?,?,T1,R1,?,2,A,9,66,71,76,206,245,40,0.223,0.223,S
6,16,RP,5,PRT,?,?,T1,R1,?,2,A,10,66,71,75,189,206,17,0.105,0.105,S
7,16,IN,5,ADV,?,?,T1,R1,?,2,A,17,57,64,74,189,230,41,0.122,0.122,L*+H
8,16,DT,9,NMOD,?,?,T1,R1,?,2,A,6,71,74,77,207,223,16,0.139,0.139,U
9,16,NNS,7,PMOD,?,?,T1,R1,?,2,A,36,42,61,77,173,238,65,0.463,0.926,LH-
10,16,DT,12,NMOD,?,?,R1,T1,?,2,Z,11,63,69,74,208,216,7,0.093,0.093,U
11,16,NN,14,SBJ,?,?,R1,T1,?,2,Z,19,62,74,81,213,280,66,0.186,0.372,L*+H
12,16,RB,14,ADV,?,?,R1,R1,?,2,Z,11,65,71,76,204,225,22,0.215,0.215,L*
13,16,MD,0,ROOT,?,?,R1,R1,?,2,Z,14,63,72,77,198,225,27,0.174,0.347,S
14,16,VB,14,VC,?,?,R1,R1,?,2,Z,33,45,64,78,189,229,40,0.256,0.511,S
15,16,DT,17,NMOD,?,?,R1,R1,?,2,Z,23,51,64,74,205,209,4,0.12,0.12,U
16,16,NN,15,OBJ,?,?,R1,R1,?,2,Z,30,49,70,79,77,248,171,0.976,0.976,HL-
1,9,CD,3,NMOD,?,?,R1,?,?,2,A,31,48,67,79,225,236,11,0.354,0.354,S
2,9,NN,3,NMOD,?,?,R1,?,?,2,A,23,57,74,81,221,276,55,0.171,1.023,L*+H
3,9,NNS,4,SBJ,?,?,R1,?,?,2,A,17,60,68,77,176,253,77,0.204,0.818,LL-
4,9,VBP,0,ROOT,?,?,T1,?,?,2,Z,8,67,71,76,203,207,4,0.14,0.14,U
5,9,NN,4,PRD,?,?,T1,?,?,2,Z,26,52,68,79,203,214,11,0.19,0.19,H*
6,9,IN,5,NMOD,?,?,T1,?,?,2,Z,14,60,67,74,194,213,19,0.109,0.109,U
7,9,DT,9,NMOD,?,?,T1,?,?,2,Z,14,59,67,73,199,200,1,0.085,0.085,U
8,9,NN,9,NMOD,?,?,T1,?,?,2,Z,14,58,67,72,175,207,32,0.19,0.38,S
9,9,NN,6,PMOD,?,?,T1,?,?,2,Z,27,46,62,74,175,244,70,0.486,0.486,HL-
1,22,DT,7,NMOD,?,?,T1,?,?,2,A,35,41,65,76,213,226,13,0.208,0.208,U
2,22,JJ,7,NMOD,?,?,T1,?,?,2,A,10,70,78,81,226,263,37,0.164,0.164,L*+H
3,22,JJ,5,NMOD,?,?,T1,?,?,2,A,22,56,71,77,219,263,44,0.218,0.437,L*+H
4,22,NN,7,NMOD,?,?,T1,?,?,2,A,19,61,71,80,191,224,34,0.311,0.311,S
5,22,NN,8,SBJ,?,?,T1,?,?,2,A,35,43,65,78,171,231,60,0.415,0.415,LH-
6,22,MD,0,ROOT,?,?,R1,?,?,2,Z,17,58,70,75,100,207,107,0.099,0.099,U
7,22,VBP,8,VC,?,?,R1,?,?,2,Z,10,66,72,76,207,229,22,0.272,0.272,L*+H
8,22,NNS,9,OBJ,?,?,R1,?,?,2,Z,14,61,69,74,198,249,51,0.121,0.484,S
9,22,IN,10,NMOD,?,?,R1,?,?,2,Z,21,53,65,74,199,226,27,0.156,0.156,U
10,22,NNS,11,PMOD,?,?,R1,?,?,2,Z,25,51,67,76,175,221,46,0.203,0.609,H*
11,22,VBN,12,APPO,?,?,R1,?,?,2,Z,16,59,70,74,202,215,14,0.174,0.174,S
12,22,TO,13,ADV,?,?,R1,?,?,2,Z,6,62,65,68,211,211,0,0.082,0.082,U
13,22,NNP,16,NAME,?,?,R1,?,?,2,Z,19,56,68,75,185,190,5,0.203,0.203,S
14,22,NNP,14,PMOD,?,?,R1,?,?,2,Z,31,42,62,74,178,246,68,0.226,0.678,LH-
15,22,JJ,19,NMOD,?,?,R1,?,?,2,Z,19,55,69,74,194,218,23,0.197,0.393,H*
16,22,NN,16,APPO,?,?,R1,?,?,2,Z,33,41,63,74,176,213,37,0.484,0.484,LH-
17,22,CC,8,COORD,?,?,R1,?,?,2,Z,4,70,73,74,198,208,10,0.112,0.112,U
18,22,IN,26,NMOD,?,?,R1,?,?,2,Z,11,64,71,75,194,198,5,0.104,0.104,U
19,22,DT,23,NMOD,?,?,R1,?,?,2,Z,13,63,71,76,194,228,34,0.229,0.229,H*
20,22,NNS,21,PMOD,?,?,R1,?,?,2,Z,19,53,64,72,177,225,49,0.227,0.454,LH-
21,22,NNP,26,NAME,?,?,R1,?,?,2,Z,15,62,72,78,189,231,42,0.13,0.259,L*
22,22,NNP,20,CONJ,?,?,R1,?,?,2,Z,28,45,65,73,46,235,190,0.309,0.617,LL-
1,18,RB,3,ADV,Foc,?,R1,?,?,1,U,47,33,69,79,217,266,48,0.236,0.472,L*+H
2,18,VBN,3,SBJ,Foc,?,R1,?,?,1,U,24,54,70,78,181,250,70,0.143,0.429,S
3,18,MD,0,ROOT,?,?,R1,?,?,1,U,18,57,68,75,181,210,28,0.192,0.192,U
4,18,VB,3,VC,?,?,R1,?,?,1,U,14,59,69,74,197,202,4,0.096,0.096,S
5,18,NNS,4,PRD,?,?,R1,?,?,1,U,16,60,71,76,187,251,64,0.171,0.512,L*+H
6,18,IN,4,LOC,?,?,R1,?,?,1,U,12,63,72,75,231,255,24,0.137,0.137,U
7,18,NNS,6,PMOD,?,?,R1,?,?,1,U,19,55,68,74,183,221,38,0.159,0.478,S
8,18,IN,7,NMOD,?,?,R1,?,?,1,U,5,65,68,70,184,186,2,0.082,0.082,U
9,18,JJ,12,NMOD,?,?,R1,?,?,1,U,17,58,68,75,182,253,71,0.181,0.543,L*+H
10,18,NN,8,PMOD,?,?,R1,?,?,1,U,13,61,68,74,163,229,66,0.197,0.394,S
11,18,VBG,7,APPO,?,?,R1,?,?,1,U,12,62,70,74,182,193,12,0.155,0.309,S
12,18,IN,13,ADV,?,?,R1,?,?,1,U,20,53,67,73,190,199,9,0.144,0.144,U
13,18,NNS,16,NMOD,?,?,R1,?,?,1,U,20,56,69,76,190,222,32,0.137,0.275,L*+H
14,18,NN,14,PMOD,?,?,R1,?,?,1,U,29,44,65,74,95,217,122,0.191,0.763,LH-
15,18,JJ,19,NMOD,?,?,R1,?,?,1,U,26,49,68,75,192,205,13,0.135,0.539,H*
16,18,NNS,16,COORD,?,?,R1,?,?,1,U,18,53,64,71,171,189,18,0.182,0.547,LH-
17,18,CC,19,COORD,?,?,R1,?,?,1,U,16,56,67,73,190,193,3,0.125,0.125,U
18,18,NN,20,CONJ,?,?,R1,?,?,1,U,27,46,63,72,174,196,22,0.199,0.596,HL-
1,19,CD,2,NMOD,?,?,T1,?,?,2,A,38,41,66,79,241,284,43,0.229,0.458,L*+H
2,19,NN,6,SBJ,?,?,T1,?,?,2,A,20,58,71,78,228,265,37,0.152,0.305,S
3,19,IN,2,NMOD,?,?,T1,?,?,2,A,9,67,71,76,226,254,28,0.093,0.093,U
4,19,DT,5,NMOD,?,?,T1,?,?,2,A,8,67,71,75,228,260,33,0.103,0.103,U
5,19,NN,3,PMOD,?,?,T1,?,?,2,A,17,59,70,76,189,248,59,0.252,0.252,L*
6,19,MD,0,ROOT,?,?,R1,?,?,2,Z,5,70,72,74,192,199,7,0.111,0.111,U
7,19,VB,6,VC,?,?,R1,?,?,2,Z,8,68,73,76,192,206,14,0.13,0.13,S
8,19,VBN,7,VC,?,?,R1,?,?,2,Z,10,66,72,76,190,235,46,0.111,0.334,L*+H
9,19,IN,8,ADV,?,?,R1,?,?,2,Z,4,72,74,76,216,225,10,0.122,0.122,U
10,19,NNS,9,PMOD,?,?,R1,?,?,2,Z,37,40,65,77,175,225,50,0.645,0.645,LL-
11,19,IN,8,ADV,?,?,R1,?,?,2,Z,17,56,65,73,212,230,18,0.141,0.141,U
12,19,DT,14,NMOD,?,?,R1,?,?,2,Z,11,64,71,75,198,206,8,0.111,0.111,U
13,19,NN,15,SBJ,?,?,R1,?,?,2,Z,21,57,70,78,202,225,23,0.263,0.263,H*
14,19,VBG,12,PMOD,?,?,R1,?,?,2,Z,14,64,75,78,206,226,20,0.113,0.225,S
15,19,IN,15,ADV,?,?,R1,?,?,2,Z,12,62,70,74,182,220,38,0.114,0.228,S
16,19,NNS,16,PMOD,?,?,R1,?,?,2,Z,15,66,75,81,188,204,16,0.263,0.263,L*
17,19,CC,17,COORD,?,?,R1,?,?,2,Z,4,68,70,72,193,198,5,0.082,0.082,U
18,19,NN,22,NMOD,?,?,R1,?,?,2,Z,17,60,69,77,184,203,19,0.217,0.435,S
19,19,NNS,18,CONJ,?,?,R1,?,?,2,Z,23,49,64,72,174,252,78,0.263,0.79,LL-
1,22,DT,3,NMOD,?,?,T1,?,?,2,A,33,41,60,73,190,243,54,0.175,0.175,U
2,22,NN,3,NMOD,?,?,T1,?,?,2,A,15,63,74,78,179,282,103,0.294,0.294,L*+H
3,22,NN,4,SBJ,?,?,T1,?,?,2,A,20,58,71,78,190,273,83,0.239,0.239,S
4,22,MD,0,ROOT,?,?,R1,?,?,2,Z,9,68,73,77,193,201,8,0.184,0.184,U
5,22,VB,4,VC,?,?,R1,?,?,2,Z,10,67,71,77,195,221,26,0.144,0.288,S
6,22,IN,5,ADV,?,?,R1,?,?,2,Z,3,70,71,73,196,216,20,0.087,0.087,U
7,22,NN,14,NMOD,?,?,R1,?,?,2,Z,16,60,71,76,192,232,40,0.22,0.44,H*
8,22,CC,9,COORD,?,?,R1,?,?,2,Z,2,73,73,74,199,208,8,0.103,0.103,U
9,22,NN,10,CONJ,?,?,R1,?,?,2,Z,22,54,71,76,188,230,42,0.177,0.53,S
10,22,NNS,6,PMOD,?,?,R1,?,?,2,Z,31,41,57,72,169,219,50,0.804,0.804,LH-
11,22,NNS,14,COORD,?,?,R1,?,?,2,Z,19,61,72,80,200,242,42,0.163,0.488,L*+H
12,22,CC,16,COORD,?,?,R1,?,?,2,Z,3,71,73,74,204,227,23,0.068,0.068,U
13,22,VBN,21,NMOD,?,?,R1,?,?,2,Z,26,48,68,75,93,218,125,0.184,0.553,S
14,22,NNS,17,CONJ,?,?,R1,?,?,2,Z,28,43,58,71,77,221,144,0.266,1.063,LH-
15,22,VBG,14,NMOD,?,?,R1,?,?,2,Z,18,58,70,77,204,241,38,0.128,0.384,L*+H
16,22,RB,25,DEP,?,?,R1,?,?,2,Z,10,65,71,74,233,239,6,0.112,0.112,U
17,22,JJ,28,NMOD,?,?,R1,?,?,2,Z,18,58,69,76,205,228,23,0.266,0.266,S
18,22,IN,25,DEP,?,?,R1,?,?,2,Z,9,59,65,69,200,200,1,0.084,0.084,U
19,22,CD,25,DEP,?,?,R1,?,?,2,Z,21,55,68,77,193,243,51,0.161,0.643,L*+H
20,22,IN,28,LOC,?,?,R1,?,?,2,Z,4,67,69,71,190,197,6,0.084,0.084,U
21,22,JJ,31,NMOD,?,?,R1,?,?,2,Z,19,56,69,75,180,198,18,0.123,0.246,S
22,22,NNS,29,PMOD,?,?,R1,?,?,2,Z,22,46,62,68,66,186,120,0.211,0.844,LL-
1,21,DT,2,NMOD,?,?,T1,?,?,2,A,12,60,67,72,214,228,14,0.096,0.096,U
2,21,NN,4,SBJ,?,?,T1,?,?,2,A,24,55,71,79,210,286,75,0.306,0.306,L*+H
3,21,RB,4,ADV,?,?,R1,?,?,2,Z,10,67,73,77,232,257,25,0.142,0.284,S
4,21,MD,0,ROOT,?,?,R1,?,?,2,Z,22,56,73,78,235,251,16,0.189,0.189,S
5,21,VB,4,VC,?,?,R1,?,?,2,Z,24,57,75,80,201,209,8,0.192,0.192,S
6,21,CC,5,COORD,?,?,R1,?,?,2,Z,6,69,72,74,206,212,7,0.09,0.09,U
7,21,VB,6,CONJ,?,?,R1,?,?,2,Z,15,63,72,78,194,215,22,0.209,0.209,S
8,21,NNS,5,OBJ,?,?,R1,?,?,2,Z,21,56,67,77,194,240,46,0.195,0.389,L*+H
9,21,CC,8,COORD,?,?,R1,?,?,2,Z,4,70,72,74,209,233,24,0.073,0.073,U
10,21,NNS,9,CONJ,?,?,R1,?,?,2,Z,20,54,66,74,183,219,36,0.223,0.446,S
11,21,NNS,5,OBJ,?,?,R1,?,?,2,Z,22,53,65,75,88,199,112,0.34,0.681,LH-
12,21,JJ,5,ADV,?,?,R1,?,?,2,Z,25,52,67,77,164,219,55,0.184,0.369,H*
13,21,TO,13,AMOD,?,?,R1,?,?,2,Z,27,50,66,77,217,235,18,0.147,0.147,U
14,21,NN,14,PMOD,?,?,R1,?,?,2,Z,24,50,66,74,180,222,42,0.122,0.367,S
15,21,IN,15,NMOD,?,?,R1,?,?,2,Z,22,55,70,77,181,198,17,0.31,0.31,S
16,21,DT,22,NMOD,?,?,R1,?,?,2,Z,15,57,68,72,197,203,6,0.13,0.13,U
17,21,NNP,19,NAME,?,?,R1,?,?,2,Z,3,69,71,72,193,200,7,0.113,0.113,L*+H
18,21,NNP,22,NAME,?,?,R1,?,?,2,Z,15,58,67,73,200,206,6,0.13,0.13,S
19,21,NNP,22,NAME,?,?,R1,?,?,2,Z,22,53,66,75,192,213,21,0.243,0.243,S
20,21,NNP,22,NAME,?,?,R1,?,?,2,Z,13,60,67,73,182,196,14,0.149,0.446,S
21,21,NNP,16,PMOD,?,?,R1,?,?,2,Z,29,43,62,73,178,180,2,0.187,0.562,LL-
1,22,DT,3,NMOD,?,?,T1,?,?,2,A,17,56,67,73,212,215,3,0.091,0.091,U
2,22,NN,3,NMOD,?,?,T1,?,?,2,A,16,61,70,77,133,314,182,0.139,0.416,L*+H
3,22,NNS,10,SBJ,?,?,T1,?,?,2,A,13,61,68,74,214,277,62,0.2,0.401,S
4,22,VBN,3,APPO,?,?,T1,?,?,2,A,23,53,68,76,205,240,35,0.131,0.262,S
5,22,IN,4,LGS,?,?,T1,?,?,2,A,14,61,71,74,199,216,17,0.122,0.122,S
6,22,DT,8,NMOD,?,?,T1,?,?,2,A,14,55,65,70,200,222,23,0.11,0.11,U
7,22,NN,8,NMOD,?,?,T1,?,?,2,A,13,59,67,72,185,204,19,0.174,0.348,S
8,22,NN,5,PMOD,?,?,T1,?,?,2,A,36,40,62,75,181,245,64,0.512,0.512,LH-
9,22,RB,10,TMP,?,?,R1,?,?,2,Z,18,57,70,75,108,251,143,0.122,0.366,L*+H
10,22,VBP,0,ROOT,?,?,R1,?,?,2,Z,5,70,74,75,217,233,16,0.11,0.11,U
11,22,VBN,10,VC,?,?,R1,?,?,2,Z,22,51,70,73,192,217,26,0.1,0.299,S
12,22,TO,11,ADV,?,?,R1,?,?,2,Z,12,59,66,71,196,208,12,0.116,0.116,U
13,22,DT,15,NMOD,?,?,R1,?,?,2,Z,1,71,71,72,193,196,3,0.055,0.055,U
14,22,NN,15,NMOD,?,?,R1,?,?,2,Z,19,57,68,76,193,229,36,0.335,0.335,H*
15,22,NN,12,PMOD,?,?,R1,?,?,2,Z,29,44,61,72,179,196,18,0.5,0.5,LL-
17,22,DT,18,NMOD,?,?,R1,?,?,2,Z,17,56,66,73,200,205,5,0.116,0.116,U
18,22,NN,15,COORD,?,?,R1,?,?,2,Z,35,39,60,74,179,216,37,0.345,1.036,L*+H
19,22,CC,18,COORD,?,?,R1,?,?,2,Z,11,63,70,74,199,205,5,0.128,0.128,U
20,22,DT,24,NMOD,?,?,R1,?,?,2,Z,5,69,71,73,197,200,3,0.079,0.079,U
21,22,NN,24,NMOD,?,?,R1,?,?,2,Z,16,59,70,75,184,204,20,0.131,0.524,L*
22,22,NN,19,CONJ,?,?,R1,?,?,2,Z,21,49,61,70,185,248,62,0.384,0.384,LL-
1,17,DT,2,NMOD,?,?,SP1,?,?,3,A,21,51,66,72,260,267,7,0.073,0.073,U
2,17,NN,3,SBJ,?,?,SP1,?,?,3,A,18,61,74,79,246,292,45,0.119,0.357,L*+H
3,17,VBD,0,ROOT,?,?,SP1,?,?,3,A,12,65,71,77,185,263,78,0.223,0.223,S
4,17,DT,5,NMOD,?,?,T1,?,?,3,B,22,54,66,75,191,196,5,0.13,0.13,U
5,17,NN,13,SBJ,?,?,T1,?,?,3,B,38,39,65,77,191,221,30,0.476,0.476,LH-
6,17,IN,13,LOC,?,?,T1,?,?,3,B,16,60,73,76,203,216,13,0.114,0.228,S
7,17,NN,7,PMOD,?,?,T1,?,?,3,B,12,64,70,76,183,203,20,0.137,0.275,S
8,17,IN,8,NMOD,?,?,T1,?,?,3,B,14,58,65,72,183,195,12,0.124,0.124,U
9,17,DT,11,NMOD,?,?,T1,?,?,3,B,12,63,70,75,190,225,35,0.259,0.259,H*
10,17,NN,9,PMOD,?,?,T1,?,?,3,B,31,42,64,73,173,230,57,0.461,0.461,LH-
11,17,MD,3,OBJ,?,?,R1,?,?,3,Z,24,51,67,75,210,214,4,0.171,0.171,U
12,17,VB,13,VC,?,?,R1,?,?,3,Z,21,55,69,76,221,236,16,0.137,0.275,H*
13,17,NNS,14,OBJ,?,?,R1,?,?,3,Z,11,64,71,75,197,222,25,0.162,0.487,S
14,17,IN,14,ADV,?,?,R1,?,?,3,Z,12,62,69,75,195,206,11,0.153,0.306,S
15,17,JJ,19,NMOD,?,?,R1,?,?,3,Z,20,52,66,72,181,229,48,0.114,0.342,S
16,17,NN,19,NMOD,?,?,R1,?,?,3,Z,20,56,67,76,189,217,28,0.143,0.43,S
17,17,NNS,16,PMOD,?,?,R1,?,?,3,Z,29,44,60,73,0,0,0,0.366,0.732,LL-
1,24,NNP,3,NAME,?,?,T1,?,?,2,A,33,44,70,77,212,251,40,0.118,0.355,L*+H
2,24,NNP,3,NAME,?,?,T1,?,?,2,A,20,58,72,77,214,221,7,0.14,0.14,S
3,24,NNP,18,SBJ,?,?,T1,?,?,2,A,32,46,66,78,183,271,89,0.317,0.635,LH-
4,24,CD,6,NMOD,?,?,T1,?,?,2,A,25,49,70,74,201,229,28,0.124,0.495,L*+H
5,24,NNS,7,AMOD,?,?,T1,?,?,2,A,12,65,73,77,200,231,31,0.305,0.305,S
6,24,JJ,3,APPO,?,?,T1,?,?,2,A,21,56,68,76,181,201,21,0.313,0.313,LH-
7,24,DT,12,NMOD,?,?,T1,?,?,2,A,23,48,63,71,204,206,1,0.132,0.132,U
8,24,JJ,12,NMOD,?,?,T1,?,?,2,A,12,65,72,77,205,235,31,0.14,0.28,L*+H
9,24,NN,12,NMOD,?,?,T1,?,?,2,A,28,47,68,75,225,233,8,0.247,0.247,S
10,24,NN,3,APPO,?,?,T1,?,?,2,A,29,49,68,78,192,230,39,0.148,0.445,S
11,24,IN,12,LOC,?,?,T1,?,?,2,A,25,50,65,75,191,194,3,0.198,0.198,S
12,24,DT,16,NMOD,?,?,T1,?,?,2,A,29,42,59,72,192,196,4,0.289,0.289,S
13,24,NN,16,NMOD,?,?,T1,?,?,2,A,30,45,66,75,183,223,40,0.181,0.363,S
14,24,NN,13,PMOD,?,?,T1,?,?,2,A,35,39,53,74,178,252,74,0.767,1.534,LH-
15,24,VBD,0,ROOT,?,?,R1,?,?,2,Z,13,66,73,79,216,223,7,0.181,0.181,U
16,24,VBN,18,VC,?,?,R1,?,?,2,Z,22,58,72,80,221,268,48,0.118,0.355,L*+H
17,24,NN,19,OPRD,?,?,R1,?,?,2,Z,22,54,70,76,199,247,48,0.14,0.421,S
18,24,IN,20,NMOD,?,?,R1,?,?,2,Z,6,66,69,72,204,210,5,0.082,0.082,U
