@relation spk4m

@attribute IdW numeric
@attribute TotLines numeric
@attribute PoS {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute DepId numeric
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,NAME,POSTHON,NMOD,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,LGS,SUB,LOCbPRD}
@attribute Prop {P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {T1,R1,SP1}
@attribute TH3 {T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute IntRange numeric
@attribute 'min [dB]' numeric
@attribute 'RMS [dB]' numeric
@attribute 'max [dB]' numeric
@attribute 'MinPitch (Hz)' numeric
@attribute 'MaxPitch (Hz)' numeric
@attribute PitchRange numeric
@attribute 'Speech ratio' numeric
@attribute Duration[ms] numeric
@attribute ToBI {S,L*+H,LL-,HL-,U,H*,L*,LH-,HH-}

@data
7,21,IN,6,LOC,?,?,R1,?,?,4,B,12,63,70,75,109,137,27,0.148,0.148,U
8,21,JJ,10,NMOD,?,?,R1,?,?,4,B,19,55,68,74,110,211,101,0.201,0.402,L*+H
9,21,NN,10,NMOD,?,?,R1,?,?,4,B,17,60,69,77,112,184,72,0.17,0.341,S
10,21,NNS,7,PMOD,?,?,R1,?,?,4,B,21,56,68,76,96,105,9,0.256,0.512,LL-
11,21,DT,12,NMOD,?,?,R1,?,?,4,B,20,52,65,72,100,101,1,0.109,0.109,U
12,21,NNS,6,OBJ,?,?,R1,?,?,4,B,8,64,71,72,100,142,42,0.429,0.429,L*+H
13,21,IN,12,NMOD,?,?,R1,?,?,4,B,16,57,66,73,134,142,8,0.093,0.093,U
14,21,NNS,13,PMOD,?,?,R1,?,?,4,B,20,55,68,75,101,126,25,0.194,0.581,S
15,21,WP,16,SBJ,P2,yes,T1,?,?,4,C,5,64,66,69,101,114,12,0.093,0.093,U
16,21,VBP,14,NMOD,P2,yes,R1,?,?,4,Z,35,41,65,76,98,111,13,0.358,0.358,L*+H
17,21,TO,16,OPRD,P2,yes,R1,?,?,4,Z,12,55,62,67,109,119,10,0.118,0.118,U
18,21,VB,17,IM,P2,yes,R1,?,?,4,Z,22,54,69,75,99,103,4,0.253,0.253,S
19,21,NNS,18,OBJ,P2,yes,R1,?,?,4,Z,20,53,65,73,88,261,173,0.272,0.544,S
20,21,IN,18,TMP,P2,yes,R1,?,?,4,Z,15,53,64,68,80,265,185,0.235,0.235,S
21,21,NN,20,PMOD,P2,yes,R1,?,?,4,Z,16,54,62,70,47,121,75,0.383,0.383,LL-
1,20,DT,2,NMOD,?,?,T1,?,?,2,A,19,57,73,76,101,153,52,0.169,0.339,L*+H
2,20,NNS,3,SBJ,?,?,T1,?,?,2,A,14,64,71,78,91,150,59,0.193,0.578,S
3,20,VBD,0,ROOT,?,?,T1,?,?,2,A,28,51,70,79,84,126,41,0.365,0.365,S
4,20,VBG,3,OPRD,?,?,R1,T1,?,2,B,22,53,68,75,109,122,13,0.179,0.359,L*
5,20,DT,6,NMOD,?,?,R1,T1,?,2,B,3,71,72,74,103,109,6,0.12,0.12,U
6,20,NNP,4,OBJ,?,?,R1,T1,?,2,B,19,54,69,73,97,122,26,0.19,0.571,HL-
7,20,TO,4,OPRD,?,?,R1,T1,?,2,B,14,60,67,74,103,110,7,0.133,0.133,U
8,20,VB,7,IM,?,?,R1,T1,?,2,B,23,54,70,76,99,237,138,0.219,0.438,S
9,20,NNS,8,OBJ,?,?,R1,T1,?,2,B,21,55,70,76,98,134,37,0.217,0.651,H*
10,20,TO,8,OPRD,?,?,R1,R1,?,2,B,14,59,67,73,100,108,8,0.133,0.133,U
11,20,VB,10,IM,?,?,R1,R1,?,2,B,27,50,65,76,96,215,118,0.193,0.385,H*
12,20,PRP$,13,NMOD,?,?,R1,R1,?,2,B,22,54,67,76,118,132,13,0.146,0.146,U
13,20,NNS,11,OBJ,?,?,R1,R1,?,2,B,26,51,66,77,100,133,33,0.153,0.458,S
14,20,CC,13,COORD,?,?,R1,R1,?,2,B,7,62,65,69,101,106,6,0.124,0.124,U
15,20,NNS,14,CONJ,?,?,R1,R1,?,2,B,15,60,69,75,100,107,6,0.351,0.351,S
16,20,RB,11,TMP,?,?,R1,R1,?,2,B,27,45,63,71,86,104,18,0.185,0.741,HL-
17,20,RB,11,ADV,?,?,R1,R1,?,2,B,27,48,68,75,92,99,7,0.319,0.319,H*
18,20,DT,20,NMOD,?,?,R1,R1,?,2,B,3,66,68,69,93,96,3,0.08,0.08,U
19,20,NN,4,TMP,?,?,R1,R1,?,2,B,15,54,66,69,82,93,11,0.186,0.186,S
20,20,RB,20,NMOD,?,?,R1,R1,?,2,B,17,51,62,68,32,114,83,0.203,0.407,LL-
1,16,NNS,9,SBJ,?,?,T1,?,?,3,A,15,65,73,80,103,167,64,0.174,0.522,L*+H
2,16,WP,3,SBJ,?,?,T1,?,?,3,A,4,71,74,75,138,165,27,0.073,0.073,U
3,16,VBP,1,NMOD,?,?,T1,?,?,3,A,19,58,73,77,135,139,4,0.145,0.145,S
4,16,TO,3,OPRD,?,?,T1,?,?,3,A,12,58,65,71,113,124,12,0.127,0.127,U
5,16,VB,4,IM,?,?,T1,?,?,3,A,18,59,71,77,121,136,15,0.358,0.358,L*+H
6,16,DT,8,NMOD,?,?,T1,?,?,3,A,22,53,67,75,128,136,8,0.113,0.113,U
7,16,VBN,8,NMOD,?,?,T1,?,?,3,A,21,55,70,76,110,128,18,0.213,0.426,S
8,16,NN,5,OBJ,?,?,T1,?,?,3,A,18,58,69,76,99,131,32,0.211,0.422,HL-
9,16,MD,17,OBJ,?,?,R1,?,?,3,B,12,59,65,71,91,105,14,0.227,0.227,U
10,16,VB,9,VC,?,?,R1,?,?,3,B,26,51,69,77,91,124,33,0.277,0.277,H*
11,16,PRP$,12,NMOD,?,?,R1,?,?,3,B,18,58,72,76,119,135,16,0.163,0.163,U
12,16,NNS,10,OBJ,?,?,R1,?,?,3,B,21,54,70,75,80,131,51,0.131,0.653,S
13,16,IN,12,LOC,?,?,R1,?,?,3,B,9,60,66,69,80,95,15,0.127,0.127,U
14,16,NNP,13,PMOD,?,?,R1,?,?,3,B,18,54,65,72,52,89,37,0.277,0.553,HL-
15,16,PRP,17,SBJ,?,?,SP1,?,?,3,Z,6,59,63,65,0,0,0,0.095,0.095,U
16,16,VBD,0,ROOT,?,?,SP1,?,?,3,Z,12,53,59,65,202,211,10,0.179,0.358,LL-
1,17,DT,2,NMOD,?,?,T1,?,?,2,A,32,49,69,81,122,145,22,0.255,0.255,L*+H
2,17,NNS,3,SBJ,?,?,T1,?,?,2,A,25,54,71,79,117,143,26,0.263,0.263,S
3,17,VBP,0,ROOT,?,?,R1,?,?,2,Z,4,71,73,74,106,108,2,0.076,0.076,U
4,17,VBN,3,VC,?,?,R1,?,?,2,Z,24,54,66,78,103,131,28,0.147,0.442,S
5,17,TO,4,OPRD,?,?,R1,?,?,2,Z,12,58,64,70,106,127,21,0.153,0.153,U
6,17,VB,5,IM,?,?,R1,?,?,2,Z,12,63,70,75,101,113,12,0.144,0.289,S
7,17,NN,6,OBJ,?,?,R1,?,?,2,Z,18,58,70,76,107,120,14,0.134,0.534,H*
8,17,IN,6,TMP,?,?,R1,?,?,2,Z,3,70,72,73,92,107,14,0.095,0.191,S
9,17,NNP,10,NMOD,?,?,R1,?,?,2,Z,22,55,68,76,90,106,16,0.431,0.431,S
10,17,CD,8,PMOD,?,?,R1,?,?,2,Z,22,52,65,74,96,97,1,0.425,0.425,HL-
11,17,JJ,6,ADV,?,?,R1,?,?,2,Z,27,49,65,77,104,117,13,0.245,0.491,S
12,17,TO,12,AMOD,?,?,R1,?,?,2,Z,4,65,68,69,0,0,0,0.055,0.055,U
13,17,NNS,13,PMOD,?,?,R1,?,?,2,Z,21,54,68,75,102,114,12,0.138,0.551,L*+H
14,17,CC,3,COORD,?,?,R1,?,?,2,Z,8,62,68,70,94,106,12,0.104,0.104,U
15,17,NNP,17,NAME,?,?,R1,?,?,2,Z,22,52,66,74,91,112,21,0.229,0.458,S
16,17,NNP,18,NMOD,?,?,R1,?,?,2,Z,17,54,66,71,89,99,11,0.122,0.365,S
17,17,NN,15,CONJ,?,?,R1,?,?,2,Z,22,47,61,69,69,89,19,0.19,0.57,LL-
1,16,IN,4,DEP,?,?,T1,T1,?,2,A,32,45,69,77,123,127,4,0.156,0.156,U
2,16,PRP$,3,NMOD,?,?,T1,T1,?,2,A,13,60,66,72,124,136,12,0.102,0.102,U
3,16,NNS,1,PMOD,?,?,T1,T1,?,2,A,21,56,70,78,113,280,168,0.149,0.448,L*+H
4,16,TO,14,PRP,?,?,T1,R1,?,2,A,2,69,70,71,0,0,0,0.06,0.06,U
5,16,VB,4,IM,?,?,T1,R1,?,2,A,7,71,74,78,119,125,7,0.284,0.284,L*
6,16,RP,5,PRT,?,?,T1,R1,?,2,A,21,54,67,75,120,124,4,0.16,0.16,S
7,16,IN,5,ADV,?,?,T1,R1,?,2,A,14,56,63,70,117,124,7,0.09,0.09,U
8,16,DT,9,NMOD,?,?,T1,R1,?,2,A,6,68,72,74,110,117,7,0.09,0.09,U
9,16,NNS,7,PMOD,?,?,T1,R1,?,2,A,21,55,66,76,85,244,159,0.308,0.616,HL-
10,16,DT,12,NMOD,?,?,R1,T1,?,2,Z,15,54,63,69,0,0,0,0.108,0.108,U
11,16,NN,14,SBJ,?,?,R1,T1,?,2,Z,23,53,68,76,104,114,10,0.2,0.399,L*
12,16,RB,14,ADV,?,?,R1,R1,?,2,Z,28,45,62,73,101,114,13,0.239,0.239,H*
13,16,MD,0,ROOT,?,?,R1,R1,?,2,Z,13,61,71,75,101,113,12,0.18,0.359,S
14,16,VB,14,VC,?,?,R1,R1,?,2,Z,18,54,65,72,84,108,25,0.139,0.279,S
15,16,DT,17,NMOD,?,?,R1,R1,?,2,Z,8,61,65,68,81,84,3,0.09,0.09,U
16,16,NN,15,OBJ,?,?,R1,R1,?,2,Z,15,50,59,66,33,33,0,0.35,0.35,LL-
1,9,CD,3,NMOD,?,?,R1,?,?,2,A,27,53,72,80,115,124,9,0.35,0.35,S
2,9,NN,3,NMOD,?,?,R1,?,?,2,A,25,55,72,80,64,157,93,0.171,0.856,L*+H
3,9,NNS,4,SBJ,?,?,R1,?,?,2,A,19,55,69,75,106,129,23,0.193,0.771,HL-
4,9,VBP,0,ROOT,?,?,T1,?,?,2,Z,19,57,69,76,99,103,4,0.18,0.18,U
5,9,NN,4,PRD,?,?,T1,?,?,2,Z,18,60,71,77,102,257,154,0.242,0.242,L*
6,9,IN,5,NMOD,?,?,T1,?,?,2,Z,10,63,67,73,95,103,8,0.108,0.108,U
7,9,DT,9,NMOD,?,?,T1,?,?,2,Z,9,57,63,66,89,95,7,0.077,0.077,U
8,9,NN,9,NMOD,?,?,T1,?,?,2,Z,20,54,63,74,81,85,4,0.192,0.383,S
9,9,NN,6,PMOD,?,?,T1,?,?,2,Z,20,49,60,69,32,300,268,0.363,0.363,LL-
1,22,DT,7,NMOD,?,?,T1,?,?,2,A,21,55,68,76,113,114,2,0.089,0.089,U
2,22,JJ,7,NMOD,?,?,T1,?,?,2,A,6,72,76,78,114,161,46,0.206,0.206,L*+H
3,22,JJ,5,NMOD,?,?,T1,?,?,2,A,11,68,72,79,139,161,22,0.251,0.501,H*
4,22,NN,7,NMOD,?,?,T1,?,?,2,A,24,56,71,80,128,141,13,0.417,0.417,S
5,22,NN,8,SBJ,?,?,T1,?,?,2,A,24,52,67,77,89,104,15,0.373,0.373,HL-
6,22,MD,0,ROOT,?,?,R1,?,?,2,Z,14,61,71,75,100,107,7,0.11,0.11,U
7,22,VBP,8,VC,?,?,R1,?,?,2,Z,17,62,72,79,100,133,33,0.309,0.309,L*+H
8,22,NNS,9,OBJ,?,?,R1,?,?,2,Z,24,54,71,78,114,143,28,0.131,0.526,S
9,22,IN,10,NMOD,?,?,R1,?,?,2,Z,15,57,66,72,92,118,26,0.113,0.113,U
10,22,NNS,11,PMOD,?,?,R1,?,?,2,Z,24,52,67,76,106,126,20,0.182,0.546,L*
11,22,VBN,12,APPO,?,?,R1,?,?,2,Z,21,55,68,75,110,113,3,0.216,0.216,S
12,22,TO,13,ADV,?,?,R1,?,?,2,Z,12,61,69,73,107,113,6,0.089,0.089,U
13,22,NNP,16,NAME,?,?,R1,?,?,2,Z,17,60,73,77,94,100,6,0.268,0.268,S
14,22,NNP,14,PMOD,?,?,R1,?,?,2,Z,23,54,67,77,97,142,45,0.236,0.708,LH-
15,22,JJ,19,NMOD,?,?,R1,?,?,2,Z,19,57,70,76,107,122,15,0.203,0.405,H*
16,22,NN,16,APPO,?,?,R1,?,?,2,Z,14,65,74,79,34,96,62,0.371,0.371,LH-
17,22,CC,8,COORD,?,?,R1,?,?,2,Z,15,58,66,73,103,106,3,0.158,0.158,U
18,22,IN,26,NMOD,?,?,R1,?,?,2,Z,15,58,69,74,90,103,13,0.131,0.131,U
19,22,DT,23,NMOD,?,?,R1,?,?,2,Z,21,56,71,77,102,111,8,0.275,0.275,H*
20,22,NNS,21,PMOD,?,?,R1,?,?,2,Z,31,46,66,77,88,106,18,0.289,0.577,LL-
21,22,NNP,26,NAME,?,?,R1,?,?,2,Z,20,54,69,74,93,102,9,0.168,0.337,L*
22,22,NNP,20,CONJ,?,?,R1,?,?,2,Z,18,54,65,72,75,93,18,0.2,0.401,LL-
1,18,RB,3,ADV,Foc,?,R1,?,?,1,U,11,70,77,82,118,156,38,0.171,0.341,L*+H
2,18,VBN,3,SBJ,Foc,?,R1,?,?,1,U,25,53,71,78,109,135,26,0.183,0.55,S
3,18,MD,0,ROOT,?,?,R1,?,?,1,U,2,70,72,73,109,115,6,0.105,0.105,U
4,18,VB,3,VC,?,?,R1,?,?,1,U,6,68,72,74,108,114,7,0.132,0.132,S
5,18,NNS,4,PRD,?,?,R1,?,?,1,U,23,57,71,80,91,140,48,0.207,0.62,L*+H
6,18,IN,4,LOC,?,?,R1,?,?,1,U,7,65,69,72,117,123,6,0.125,0.125,U
7,18,NNS,6,PMOD,?,?,R1,?,?,1,U,20,56,67,76,101,122,22,0.146,0.439,S
8,18,IN,7,NMOD,?,?,R1,?,?,1,U,16,58,67,74,101,104,3,0.125,0.125,U
9,18,JJ,12,NMOD,?,?,R1,?,?,1,U,25,52,69,77,101,160,59,0.232,0.697,L*+H
10,18,NN,8,PMOD,?,?,R1,?,?,1,U,26,50,70,76,108,127,19,0.24,0.481,S
11,18,VBG,7,APPO,?,?,R1,?,?,1,U,13,65,72,78,99,114,14,0.129,0.258,S
12,18,IN,13,ADV,?,?,R1,?,?,1,U,22,53,67,75,94,98,5,0.216,0.216,U
13,18,NNS,16,NMOD,?,?,R1,?,?,1,U,28,53,69,80,88,141,53,0.226,0.453,H*
14,18,NN,14,PMOD,?,?,R1,?,?,1,U,28,52,69,80,126,280,154,0.206,0.822,LH-
15,18,JJ,19,NMOD,?,?,R1,?,?,1,U,28,50,70,78,109,121,12,0.148,0.592,H*
16,18,NNS,16,COORD,?,?,R1,?,?,1,U,24,54,68,77,96,113,17,0.177,0.53,LL-
17,18,CC,19,COORD,?,?,R1,?,?,1,U,13,58,65,71,92,94,2,0.174,0.174,U
18,18,NN,20,CONJ,?,?,R1,?,?,1,U,20,50,61,70,83,287,204,0.182,0.546,LL-
1,19,CD,2,NMOD,?,?,T1,?,?,2,A,24,54,70,78,139,159,20,0.203,0.406,L*+H
2,19,NN,6,SBJ,?,?,T1,?,?,2,A,14,65,74,79,137,155,18,0.149,0.298,S
3,19,IN,2,NMOD,?,?,T1,?,?,2,A,9,65,69,74,120,137,18,0.089,0.089,U
4,19,DT,5,NMOD,?,?,T1,?,?,2,A,5,69,71,75,129,134,5,0.068,0.068,U
5,19,NN,3,PMOD,?,?,T1,?,?,2,A,28,52,70,80,104,129,26,0.336,0.336,L*
6,19,MD,0,ROOT,?,?,R1,?,?,2,Z,8,65,69,73,99,108,9,0.152,0.152,U
7,19,VB,6,VC,?,?,R1,?,?,2,Z,9,66,73,75,99,116,17,0.135,0.135,S
8,19,VBN,7,VC,?,?,R1,?,?,2,Z,17,62,70,79,92,117,25,0.155,0.466,S
9,19,IN,8,ADV,?,?,R1,?,?,2,Z,5,66,69,72,97,100,3,0.125,0.125,U
10,19,NNS,9,PMOD,?,?,R1,?,?,2,Z,31,49,67,80,82,108,26,0.763,0.763,LL-
11,19,IN,8,ADV,?,?,R1,?,?,2,Z,22,53,68,75,102,108,7,0.13,0.13,U
12,19,DT,14,NMOD,?,?,R1,?,?,2,Z,12,60,67,72,94,100,6,0.103,0.103,U
13,19,NN,15,SBJ,?,?,R1,?,?,2,Z,12,66,74,79,95,121,27,0.292,0.292,H*
14,19,VBG,12,PMOD,?,?,R1,?,?,2,Z,18,58,73,77,105,124,20,0.127,0.254,S
15,19,IN,15,ADV,?,?,R1,?,?,2,Z,19,56,67,74,81,105,24,0.125,0.249,S
16,19,NNS,16,PMOD,?,?,R1,?,?,2,Z,16,62,71,78,37,101,64,0.368,0.368,L*
17,19,CC,17,COORD,?,?,R1,?,?,2,Z,5,66,69,71,37,97,60,0.108,0.108,U
18,19,NN,22,NMOD,?,?,R1,?,?,2,Z,19,55,67,74,85,97,12,0.227,0.455,S
19,19,NNS,18,CONJ,?,?,R1,?,?,2,Z,33,38,61,71,77,85,8,0.263,0.788,LL-
1,22,DT,3,NMOD,?,?,T1,?,?,2,A,21,54,67,75,89,111,23,0.146,0.146,U
2,22,NN,3,NMOD,?,?,T1,?,?,2,A,13,69,77,82,121,152,31,0.26,0.26,L*+H
3,22,NN,4,SBJ,?,?,T1,?,?,2,A,23,55,68,77,44,146,102,0.301,0.301,S
4,22,MD,0,ROOT,?,?,R1,?,?,2,Z,11,64,70,75,50,107,57,0.13,0.13,U
5,22,VB,4,VC,?,?,R1,?,?,2,Z,18,60,71,78,91,106,15,0.219,0.439,S
6,22,IN,5,ADV,?,?,R1,?,?,2,Z,6,64,68,70,95,98,3,0.138,0.138,U
7,22,NN,14,NMOD,?,?,R1,?,?,2,Z,19,61,74,80,98,140,42,0.293,0.585,H*
8,22,CC,9,COORD,?,?,R1,?,?,2,Z,4,70,72,74,103,107,4,0.146,0.146,U
9,22,NN,10,CONJ,?,?,R1,?,?,2,Z,22,53,70,75,82,119,37,0.203,0.61,L*+H
10,22,NNS,6,PMOD,?,?,R1,?,?,2,Z,26,49,64,75,80,179,99,0.642,0.642,LL-
11,22,NNS,14,COORD,?,?,R1,?,?,2,Z,26,54,71,79,33,129,96,0.233,0.699,H*
12,22,CC,16,COORD,?,?,R1,?,?,2,Z,7,69,73,76,108,275,167,0.098,0.098,U
13,22,VBN,21,NMOD,?,?,R1,?,?,2,Z,26,52,69,78,93,298,205,0.259,0.776,L*
14,22,NNS,17,CONJ,?,?,R1,?,?,2,Z,19,54,66,73,80,98,18,0.158,0.63,LL-
15,22,VBG,14,NMOD,?,?,R1,?,?,2,Z,21,53,66,74,101,117,16,0.141,0.423,H*
16,22,RB,25,DEP,?,?,R1,?,?,2,Z,19,54,66,73,108,113,5,0.138,0.138,U
17,22,JJ,28,NMOD,?,?,R1,?,?,2,Z,18,55,65,73,102,112,10,0.171,0.171,S
18,22,IN,25,DEP,?,?,R1,?,?,2,Z,13,57,65,70,95,102,7,0.106,0.106,U
19,22,CD,25,DEP,?,?,R1,?,?,2,Z,25,50,66,75,97,128,31,0.218,0.872,H*
20,22,IN,28,LOC,?,?,R1,?,?,2,Z,4,65,67,69,91,93,2,0.119,0.119,U
21,22,JJ,31,NMOD,?,?,R1,?,?,2,Z,19,53,65,72,87,95,8,0.167,0.333,S
22,22,NNS,29,PMOD,?,?,R1,?,?,2,Z,27,44,62,71,34,60,26,0.174,0.697,LL-
1,21,DT,2,NMOD,?,?,T1,?,?,2,A,18,55,65,73,106,113,7,0.124,0.124,U
2,21,NN,4,SBJ,?,?,T1,?,?,2,A,29,53,72,82,128,147,19,0.385,0.385,L*+H
3,21,RB,4,ADV,?,?,R1,?,?,2,Z,30,51,74,81,112,125,13,0.225,0.45,H*
4,21,MD,0,ROOT,?,?,R1,?,?,2,Z,25,53,70,77,106,116,10,0.272,0.272,S
5,21,VB,4,VC,?,?,R1,?,?,2,Z,19,62,76,80,108,116,8,0.173,0.173,S
6,21,CC,5,COORD,?,?,R1,?,?,2,Z,10,64,71,74,116,119,3,0.105,0.105,U
7,21,VB,6,CONJ,?,?,R1,?,?,2,Z,22,56,71,78,100,112,12,0.272,0.272,S
8,21,NNS,5,OBJ,?,?,R1,?,?,2,Z,29,47,66,76,112,134,22,0.297,0.593,L*+H
9,21,CC,8,COORD,?,?,R1,?,?,2,Z,9,64,71,74,110,117,7,0.119,0.119,U
10,21,NNS,9,CONJ,?,?,R1,?,?,2,Z,16,61,70,77,101,111,10,0.192,0.384,L*
11,21,NNS,5,OBJ,?,?,R1,?,?,2,Z,22,53,68,75,87,101,14,0.328,0.656,HL-
12,21,JJ,5,ADV,?,?,R1,?,?,2,Z,32,47,69,79,99,118,19,0.226,0.452,H*
13,21,TO,13,AMOD,?,?,R1,?,?,2,Z,7,68,72,76,107,119,12,0.13,0.13,U
14,21,NN,14,PMOD,?,?,R1,?,?,2,Z,19,55,68,75,90,114,24,0.142,0.427,S
15,21,IN,15,NMOD,?,?,R1,?,?,2,Z,6,70,74,76,96,99,3,0.13,0.13,S
16,21,DT,22,NMOD,?,?,R1,?,?,2,Z,3,69,71,72,96,97,1,0.111,0.111,U
17,21,NNP,19,NAME,?,?,R1,?,?,2,Z,3,71,73,74,97,103,6,0.173,0.173,L*
18,21,NNP,22,NAME,?,?,R1,?,?,2,Z,16,58,70,74,100,103,3,0.142,0.142,S
19,21,NNP,22,NAME,?,?,R1,?,?,2,Z,17,58,69,75,93,103,9,0.316,0.316,S
20,21,NNP,22,NAME,?,?,R1,?,?,2,Z,22,51,66,73,81,95,14,0.157,0.47,S
21,21,NNP,16,PMOD,?,?,R1,?,?,2,Z,25,49,62,74,30,39,9,0.171,0.514,LL-
1,22,DT,3,NMOD,?,?,T1,?,?,2,A,22,57,71,79,113,118,5,0.114,0.114,U
2,22,NN,3,NMOD,?,?,T1,?,?,2,A,24,58,74,82,100,157,57,0.154,0.463,L*+H
3,22,NNS,10,SBJ,?,?,T1,?,?,2,A,19,60,70,79,113,273,159,0.238,0.476,S
4,22,VBN,3,APPO,?,?,T1,?,?,2,A,20,59,72,79,110,274,164,0.175,0.349,L*+H
5,22,IN,4,LGS,?,?,T1,?,?,2,A,14,65,72,79,112,125,13,0.089,0.089,S
6,22,DT,8,NMOD,?,?,T1,?,?,2,A,5,75,77,80,121,123,2,0.069,0.069,U
7,22,NN,8,NMOD,?,?,T1,?,?,2,A,23,53,68,77,98,158,60,0.248,0.495,S
8,22,NN,5,PMOD,?,?,T1,?,?,2,A,22,54,67,76,97,107,10,0.279,0.279,LL-
9,22,RB,10,TMP,?,?,R1,?,?,2,Z,21,55,69,76,112,136,24,0.118,0.355,L*+H
10,22,VBP,0,ROOT,?,?,R1,?,?,2,Z,0,76,76,76,122,135,14,0.108,0.108,U
11,22,VBN,10,VC,?,?,R1,?,?,2,Z,20,56,71,77,102,122,20,0.133,0.4,S
12,22,TO,11,ADV,?,?,R1,?,?,2,Z,14,59,64,73,99,102,3,0.114,0.114,U
13,22,DT,15,NMOD,?,?,R1,?,?,2,Z,2,68,70,71,96,99,3,0.044,0.044,U
14,22,NN,15,NMOD,?,?,R1,?,?,2,Z,21,58,73,80,99,106,7,0.413,0.413,L*
15,22,NN,12,PMOD,?,?,R1,?,?,2,Z,25,50,64,75,91,224,133,0.539,0.539,LL-
17,22,DT,18,NMOD,?,?,R1,?,?,2,Z,12,60,69,72,100,107,7,0.184,0.184,U
18,22,NN,15,COORD,?,?,R1,?,?,2,Z,28,48,67,76,99,141,42,0.275,0.826,L*+H
19,22,CC,18,COORD,?,?,R1,?,?,2,Z,8,64,68,71,92,102,10,0.132,0.132,U
20,22,DT,24,NMOD,?,?,R1,?,?,2,Z,5,68,70,73,93,99,6,0.127,0.127,U
21,22,NN,24,NMOD,?,?,R1,?,?,2,Z,23,53,69,75,90,106,17,0.174,0.698,L*
22,22,NN,19,CONJ,?,?,R1,?,?,2,Z,17,53,61,70,55,55,0,0.299,0.299,LL-
1,17,DT,2,NMOD,?,?,SP1,?,?,3,A,34,38,61,71,111,117,5,0.113,0.113,U
2,17,NN,3,SBJ,?,?,SP1,?,?,3,A,22,59,70,81,122,139,17,0.113,0.339,L*+H
3,17,VBD,0,ROOT,?,?,SP1,?,?,3,A,15,64,72,79,125,149,24,0.197,0.197,S
4,17,DT,5,NMOD,?,?,T1,?,?,3,B,21,54,68,76,115,131,16,0.124,0.124,U
5,17,NN,13,SBJ,?,?,T1,?,?,3,B,35,42,65,78,101,124,23,0.559,0.559,HL-
6,17,IN,13,LOC,?,?,T1,?,?,3,B,29,47,69,76,121,127,6,0.104,0.209,S
7,17,NN,7,PMOD,?,?,T1,?,?,3,B,16,60,71,76,106,128,22,0.147,0.293,H*
8,17,IN,8,NMOD,?,?,T1,?,?,3,B,10,57,63,67,116,125,9,0.107,0.107,U
9,17,DT,11,NMOD,?,?,T1,?,?,3,B,18,58,70,76,94,108,14,0.248,0.248,U
10,17,NN,9,PMOD,?,?,T1,?,?,3,B,21,56,69,76,89,300,211,0.429,0.429,HL-
11,17,MD,3,OBJ,?,?,R1,?,?,3,Z,11,62,69,73,102,111,10,0.113,0.113,U
12,17,VB,13,VC,?,?,R1,?,?,3,Z,23,58,70,81,101,134,33,0.155,0.31,H*
13,17,NNS,14,OBJ,?,?,R1,?,?,3,Z,16,61,72,77,105,120,15,0.228,0.683,S
14,17,IN,14,ADV,?,?,R1,?,?,3,Z,11,63,69,74,99,107,8,0.175,0.35,S
15,17,JJ,19,NMOD,?,?,R1,?,?,3,Z,18,55,67,73,84,121,37,0.182,0.547,L*+H
16,17,NN,19,NMOD,?,?,R1,?,?,3,Z,20,54,68,75,89,100,11,0.156,0.468,S
17,17,NNS,16,PMOD,?,?,R1,?,?,3,Z,28,46,62,74,0,0,0,0.383,0.766,LL-
1,24,NNP,3,NAME,?,?,T1,?,?,2,A,27,54,76,81,118,157,39,0.112,0.335,L*+H
2,24,NNP,3,NAME,?,?,T1,?,?,2,A,15,68,77,83,108,131,22,0.203,0.203,S
3,24,NNP,18,SBJ,?,?,T1,?,?,2,A,36,43,66,79,96,153,56,0.394,0.787,HL-
4,24,CD,6,NMOD,?,?,T1,?,?,2,A,20,59,73,79,104,131,27,0.129,0.514,H*
5,24,NNS,7,AMOD,?,?,T1,?,?,2,A,2,73,73,74,92,104,11,0.218,0.218,S
6,24,JJ,3,APPO,?,?,T1,?,?,2,A,22,53,63,74,81,288,207,0.226,0.226,HL-
7,24,DT,12,NMOD,?,?,T1,?,?,2,A,8,62,68,71,98,288,190,0.125,0.125,U
8,24,JJ,12,NMOD,?,?,T1,?,?,2,A,7,69,73,76,120,129,10,0.133,0.265,L*+H
9,24,NN,12,NMOD,?,?,T1,?,?,2,A,33,47,69,80,105,125,20,0.308,0.308,S
10,24,NN,3,APPO,?,?,T1,?,?,2,A,25,53,71,78,98,110,12,0.114,0.343,S
11,24,IN,12,LOC,?,?,T1,?,?,2,A,22,53,68,76,101,101,0,0.198,0.198,S
